Title,Summary,Authors,Published,Updated,PDF_URL,Primary_Category,Categories,text
The Utility of Explainable AI in Ad Hoc Human-Machine Teaming,"Recent advances in machine learning have led to growing interest in
Explainable AI (xAI) to enable humans to gain insight into the decision-making
of machine learning models. Despite this recent interest, the utility of xAI
techniques has not yet been characterized in human-machine teaming.
Importantly, xAI offers the promise of enhancing team situational awareness
(SA) and shared mental model development, which are the key characteristics of
effective human-machine teams. Rapidly developing such mental models is
especially critical in ad hoc human-machine teaming, where agents do not have a
priori knowledge of others' decision-making strategies. In this paper, we
present two novel human-subject experiments quantifying the benefits of
deploying xAI techniques within a human-machine teaming scenario. First, we
show that xAI techniques can support SA ($p<0.05)$. Second, we examine how
different SA levels induced via a collaborative AI policy abstraction affect ad
hoc human-machine teaming performance. Importantly, we find that the benefits
of xAI are not universal, as there is a strong dependence on the composition of
the human-machine team. Novices benefit from xAI providing increased SA
($p<0.05$) but are susceptible to cognitive overhead ($p<0.05$). On the other
hand, expert performance degrades with the addition of xAI-based support
($p<0.05$), indicating that the cost of paying attention to the xAI outweighs
the benefits obtained from being provided additional information to enhance SA.
Our results demonstrate that researchers must deliberately design and deploy
the right xAI techniques in the right scenario by carefully considering
human-machine team composition and how the xAI method augments SA.","['Rohan Paleja', 'Muyleng Ghuy', 'Nadun Ranawaka Arachchige', 'Reed Jensen', 'Matthew Gombolay']",2022-09-08 17:35:59+00:00,2022-09-08 17:35:59+00:00,http://arxiv.org/pdf/2209.03943v1,cs.AI,"['cs.AI', 'cs.HC']","the utility of explainable ai in ad hoc human-machine teaming recent advances in machine learning have led to growing interest in
explainable ai (xai) to enable humans to gain insight into the decision-making
of machine learning models. despite this recent interest, the utility of xai
techniques has not yet been characterized in human-machine teaming.
importantly, xai offers the promise of enhancing team situational awareness
(sa) and shared mental model development, which are the key characteristics of
effective human-machine teams. rapidly developing such mental models is
especially critical in ad hoc human-machine teaming, where agents do not have a
priori knowledge of others' decision-making strategies. in this paper, we
present two novel human-subject experiments quantifying the benefits of
deploying xai techniques within a human-machine teaming scenario. first, we
show that xai techniques can support sa ($p<0.05)$. second, we examine how
different sa levels induced via a collaborative ai policy abstraction affect ad
hoc human-machine teaming performance. importantly, we find that the benefits
of xai are not universal, as there is a strong dependence on the composition of
the human-machine team. novices benefit from xai providing increased sa
($p<0.05$) but are susceptible to cognitive overhead ($p<0.05$). on the other
hand, expert performance degrades with the addition of xai-based support
($p<0.05$), indicating that the cost of paying attention to the xai outweighs
the benefits obtained from being provided additional information to enhance sa.
our results demonstrate that researchers must deliberately design and deploy
the right xai techniques in the right scenario by carefully considering
human-machine team composition and how the xai method augments sa."
Facilitating Global Team Meetings Between Language-Based Subgroups: When and How Can Machine Translation Help?,"Global teams frequently consist of language-based subgroups who put together
complementary information to achieve common goals. Previous research outlines a
two-step work communication flow in these teams. There are team meetings using
a required common language (i.e., English); in preparation for those meetings,
people have subgroup conversations in their native languages. Work
communication at team meetings is often less effective than in subgroup
conversations. In the current study, we investigate the idea of leveraging
machine translation (MT) to facilitate global team meetings. We hypothesize
that exchanging subgroup conversation logs before a team meeting offers
contextual information that benefits teamwork at the meeting. MT can translate
these logs, which enables comprehension at a low cost. To test our hypothesis,
we conducted a between-subjects experiment where twenty quartets of
participants performed a personnel selection task. Each quartet included two
English native speakers (NS) and two non-native speakers (NNS) whose native
language was Mandarin. All participants began the task with subgroup
conversations in their native languages, then proceeded to team meetings in
English. We manipulated the exchange of subgroup conversation logs prior to
team meetings: with MT-mediated exchanges versus without. Analysis of
participants' subjective experience, task performance, and depth of discussions
as reflected through their conversational moves jointly indicates that team
meeting quality improved when there were MT-mediated exchanges of subgroup
conversation logs as opposed to no exchanges. We conclude with reflections on
when and how MT could be applied to enhance global teamwork across a language
barrier.","['Yongle Zhang', 'Dennis Asamoah Owusu', 'Marine Carpuat', 'Ge Gao']",2022-09-07 03:31:25+00:00,2022-09-27 19:47:24+00:00,http://arxiv.org/pdf/2209.02906v2,cs.CL,"['cs.CL', 'cs.HC']","facilitating global team meetings between language-based subgroups: when and how can machine translation help? global teams frequently consist of language-based subgroups who put together
complementary information to achieve common goals. previous research outlines a
two-step work communication flow in these teams. there are team meetings using
a required common language (i.e., english); in preparation for those meetings,
people have subgroup conversations in their native languages. work
communication at team meetings is often less effective than in subgroup
conversations. in the current study, we investigate the idea of leveraging
machine translation (mt) to facilitate global team meetings. we hypothesize
that exchanging subgroup conversation logs before a team meeting offers
contextual information that benefits teamwork at the meeting. mt can translate
these logs, which enables comprehension at a low cost. to test our hypothesis,
we conducted a between-subjects experiment where twenty quartets of
participants performed a personnel selection task. each quartet included two
english native speakers (ns) and two non-native speakers (nns) whose native
language was mandarin. all participants began the task with subgroup
conversations in their native languages, then proceeded to team meetings in
english. we manipulated the exchange of subgroup conversation logs prior to
team meetings: with mt-mediated exchanges versus without. analysis of
participants' subjective experience, task performance, and depth of discussions
as reflected through their conversational moves jointly indicates that team
meeting quality improved when there were mt-mediated exchanges of subgroup
conversation logs as opposed to no exchanges. we conclude with reflections on
when and how mt could be applied to enhance global teamwork across a language
barrier."
Technology and Consciousness,"We report on a series of eight workshops held in the summer of 2017 on the
topic ""technology and consciousness."" The workshops covered many subjects but
the overall goal was to assess the possibility of machine consciousness, and
its potential implications. In the body of the report, we summarize most of the
basic themes that were discussed: the structure and function of the brain,
theories of consciousness, explicit attempts to construct conscious machines,
detection and measurement of consciousness, possible emergence of a conscious
technology, methods for control of such a technology and ethical considerations
that might be owed to it. An appendix outlines the topics of each workshop and
provides abstracts of the talks delivered.
  Update: Although this report was published in 2018 and the workshops it is
based on were held in 2017, recent events suggest that it is worth bringing
forward. In particular, in the Spring of 2022, a Google engineer claimed that
LaMDA, one of their ""large language models"" is sentient or even conscious. This
provoked a flurry of commentary in both the scientific and popular press, some
of it interesting and insightful, but almost all of it ignorant of the prior
consideration given to these topics and the history of research into machine
consciousness. Thus, we are making a lightly refreshed version of this report
available in the hope that it will provide useful background to the current
debate and will enable more informed commentary. Although this material is five
years old, its technical points remain valid and up to date, but we have
""refreshed"" it by adding a few footnotes highlighting recent developments.","['John Rushby', 'Daniel Sanchez']",2022-07-17 23:23:01+00:00,2022-07-17 23:23:01+00:00,http://arxiv.org/pdf/2209.03956v1,q-bio.NC,"['q-bio.NC', 'cs.AI']","technology and consciousness we report on a series of eight workshops held in the summer of 2017 on the
topic ""technology and consciousness."" the workshops covered many subjects but
the overall goal was to assess the possibility of machine consciousness, and
its potential implications. in the body of the report, we summarize most of the
basic themes that were discussed: the structure and function of the brain,
theories of consciousness, explicit attempts to construct conscious machines,
detection and measurement of consciousness, possible emergence of a conscious
technology, methods for control of such a technology and ethical considerations
that might be owed to it. an appendix outlines the topics of each workshop and
provides abstracts of the talks delivered.
  update: although this report was published in 2018 and the workshops it is
based on were held in 2017, recent events suggest that it is worth bringing
forward. in particular, in the spring of 2022, a google engineer claimed that
lamda, one of their ""large language models"" is sentient or even conscious. this
provoked a flurry of commentary in both the scientific and popular press, some
of it interesting and insightful, but almost all of it ignorant of the prior
consideration given to these topics and the history of research into machine
consciousness. thus, we are making a lightly refreshed version of this report
available in the hope that it will provide useful background to the current
debate and will enable more informed commentary. although this material is five
years old, its technical points remain valid and up to date, but we have
""refreshed"" it by adding a few footnotes highlighting recent developments."
Guiding Machine Perception with Psychophysics,"{G}{ustav} Fechner's 1860 delineation of psychophysics, the measurement of
sensation in relation to its stimulus, is widely considered to be the advent of
modern psychological science. In psychophysics, a researcher parametrically
varies some aspects of a stimulus, and measures the resulting changes in a
human subject's experience of that stimulus; doing so gives insight to the
determining relationship between a sensation and the physical input that evoked
it. This approach is used heavily in perceptual domains, including signal
detection, threshold measurement, and ideal observer analysis. Scientific
fields like vision science have always leaned heavily on the methods and
procedures of psychophysics, but there is now growing appreciation of them by
machine learning researchers, sparked by widening overlap between biological
and artificial perception \cite{rojas2011automatic,
scheirer2014perceptual,escalera2014chalearn,zhang2018agil,
grieggs2021measuring}. Machine perception that is guided by behavioral
measurements, as opposed to guidance restricted to arbitrarily assigned human
labels, has significant potential to fuel further progress in artificial
intelligence.","['Justin Dulay', 'Sonia Poltoratski', 'Till S. Hartmann', 'Samuel E. Anthony', 'Walter J. Scheirer']",2022-07-05 18:01:38+00:00,2022-07-05 18:01:38+00:00,http://arxiv.org/pdf/2207.02241v1,cs.CV,"['cs.CV', 'cs.LG', 'q-bio.NC']","guiding machine perception with psychophysics {g}{ustav} fechner's 1860 delineation of psychophysics, the measurement of
sensation in relation to its stimulus, is widely considered to be the advent of
modern psychological science. in psychophysics, a researcher parametrically
varies some aspects of a stimulus, and measures the resulting changes in a
human subject's experience of that stimulus; doing so gives insight to the
determining relationship between a sensation and the physical input that evoked
it. this approach is used heavily in perceptual domains, including signal
detection, threshold measurement, and ideal observer analysis. scientific
fields like vision science have always leaned heavily on the methods and
procedures of psychophysics, but there is now growing appreciation of them by
machine learning researchers, sparked by widening overlap between biological
and artificial perception \cite{rojas2011automatic,
scheirer2014perceptual,escalera2014chalearn,zhang2018agil,
grieggs2021measuring}. machine perception that is guided by behavioral
measurements, as opposed to guidance restricted to arbitrarily assigned human
labels, has significant potential to fuel further progress in artificial
intelligence."
Explicit and implicit measures of emotions: Data-science might help to account for data complexity and heterogeneity,"Measuring emotions is a real challenge for fundamental and applied research,
especially in ecological contexts. de Wijk and Noldus propose combining two
types of measures-explicit to characterize a specific food, and
implicit-physiological-to capture the whole experience of a meal in real-life
situations. This raises several challenges including development of new and
miniaturized sensors and devices but also developing new ways of data analysis.
We suggest a path to follow for future studies regarding data analysis: to
include Data Science in the game. This field of research may enable developing
predictive but also explicative models that link subjective experience of
emotions and physiological responses in real-life contexts. We suggest that
food scientists should go out of their comfort zone by collaborating with
computer scientists and then be trained with the new tools of Data Science,
which will undoubtedly enable them 1/ to better manage complex and
heterogeneous data sets, 2/ to extract knowledge that will be essential to this
field of research.","['M. Moranges', 'C. Rouby', 'M. Plantevit', 'M. Bensafi']",2022-05-04 08:16:58+00:00,2022-05-04 08:16:58+00:00,http://arxiv.org/pdf/2205.01939v1,q-bio.NC,['q-bio.NC'],"explicit and implicit measures of emotions: data-science might help to account for data complexity and heterogeneity measuring emotions is a real challenge for fundamental and applied research,
especially in ecological contexts. de wijk and noldus propose combining two
types of measures-explicit to characterize a specific food, and
implicit-physiological-to capture the whole experience of a meal in real-life
situations. this raises several challenges including development of new and
miniaturized sensors and devices but also developing new ways of data analysis.
we suggest a path to follow for future studies regarding data analysis: to
include data science in the game. this field of research may enable developing
predictive but also explicative models that link subjective experience of
emotions and physiological responses in real-life contexts. we suggest that
food scientists should go out of their comfort zone by collaborating with
computer scientists and then be trained with the new tools of data science,
which will undoubtedly enable them 1/ to better manage complex and
heterogeneous data sets, 2/ to extract knowledge that will be essential to this
field of research."
A Cognitive Architecture for Machine Consciousness and Artificial Superintelligence: Thought Is Structured by the Iterative Updating of Working Memory,"This article provides an analytical framework for how to simulate human-like
thought processes within a computer. It describes how attention and memory
should be structured, updated, and utilized to search for associative additions
to the stream of thought. The focus is on replicating the dynamics of the
mammalian working memory system, which features two forms of persistent
activity: sustained firing (preserving information on the order of seconds) and
synaptic potentiation (preserving information from minutes to hours). The
article uses a series of figures to systematically demonstrate how the
iterative updating of these working memory stores provides functional
organization to behavior, cognition, and awareness.
  In a machine learning implementation, these two memory stores should be
updated continuously and in an iterative fashion. This means each state should
preserve a proportion of the coactive representations from the state before it
(where each representation is an ensemble of neural network nodes). This makes
each state a revised iteration of the preceding state and causes successive
configurations to overlap and blend with respect to the information they
contain. Thus, the set of concepts in working memory will evolve gradually and
incrementally over time. Transitions between states happen as persistent
activity spreads activation energy throughout the hierarchical network,
searching long-term memory for the most appropriate representation to be added
to the global workspace. The result is a chain of associatively linked
intermediate states capable of advancing toward a solution or goal. Iterative
updating is conceptualized here as an information processing strategy, a model
of working memory, a theory of consciousness, and an algorithm for designing
and programming artificial intelligence (AI, AGI, and ASI).",['Jared Edward Reser'],2022-03-29 22:28:30+00:00,2024-11-14 01:06:47+00:00,http://arxiv.org/pdf/2203.17255v7,q-bio.NC,"['q-bio.NC', 'cs.CL', 'cs.CV']","a cognitive architecture for machine consciousness and artificial superintelligence: thought is structured by the iterative updating of working memory this article provides an analytical framework for how to simulate human-like
thought processes within a computer. it describes how attention and memory
should be structured, updated, and utilized to search for associative additions
to the stream of thought. the focus is on replicating the dynamics of the
mammalian working memory system, which features two forms of persistent
activity: sustained firing (preserving information on the order of seconds) and
synaptic potentiation (preserving information from minutes to hours). the
article uses a series of figures to systematically demonstrate how the
iterative updating of these working memory stores provides functional
organization to behavior, cognition, and awareness.
  in a machine learning implementation, these two memory stores should be
updated continuously and in an iterative fashion. this means each state should
preserve a proportion of the coactive representations from the state before it
(where each representation is an ensemble of neural network nodes). this makes
each state a revised iteration of the preceding state and causes successive
configurations to overlap and blend with respect to the information they
contain. thus, the set of concepts in working memory will evolve gradually and
incrementally over time. transitions between states happen as persistent
activity spreads activation energy throughout the hierarchical network,
searching long-term memory for the most appropriate representation to be added
to the global workspace. the result is a chain of associatively linked
intermediate states capable of advancing toward a solution or goal. iterative
updating is conceptualized here as an information processing strategy, a model
of working memory, a theory of consciousness, and an algorithm for designing
and programming artificial intelligence (ai, agi, and asi)."
Qualia as physical measurements: a mathematical model of qualia and pure concepts,"A space of qualia is defined to be a sober topological space whose points are
the qualia and whose open sets are the pure concepts in the sense of Lewis,
carrying additional algebraic structure that conveys the conscious experience
of subjective time and logical abstraction. This structure is analogous to that
of a space of physical measurements. It is conjectured that qualia and
measurements have the same nature, corresponding to fundamental processes via
which classical information is produced and physically stored, and that
therefore the hard problem of consciousness and the measurement problem are two
facets of the same problem. The space of qualia is independent from any
preexisting notions of spacetime and conscious agent, but its structure caters
for a derived geometric model of observer. Intersubjectivity is based on
relating different observers in a way that leads to a logical version of
quantum superposition.",['Pedro Resende'],2022-03-20 17:21:57+00:00,2022-03-20 17:21:57+00:00,http://arxiv.org/pdf/2203.10602v1,physics.hist-ph,"['physics.hist-ph', 'cs.AI', 'physics.soc-ph', 'q-bio.NC', 'quant-ph', '81P05 (Primary) 68T01, 91E10 (Secondary)']","qualia as physical measurements: a mathematical model of qualia and pure concepts a space of qualia is defined to be a sober topological space whose points are
the qualia and whose open sets are the pure concepts in the sense of lewis,
carrying additional algebraic structure that conveys the conscious experience
of subjective time and logical abstraction. this structure is analogous to that
of a space of physical measurements. it is conjectured that qualia and
measurements have the same nature, corresponding to fundamental processes via
which classical information is produced and physically stored, and that
therefore the hard problem of consciousness and the measurement problem are two
facets of the same problem. the space of qualia is independent from any
preexisting notions of spacetime and conscious agent, but its structure caters
for a derived geometric model of observer. intersubjectivity is based on
relating different observers in a way that leads to a logical version of
quantum superposition."
Extraction of Sleep Information from Clinical Notes of Patients with Alzheimer's Disease Using Natural Language Processing,"Alzheimer's Disease (AD) is the most common form of dementia in the United
States. Sleep is one of the lifestyle-related factors that has been shown
critical for optimal cognitive function in old age. However, there is a lack of
research studying the association between sleep and AD incidence. A major
bottleneck for conducting such research is that the traditional way to acquire
sleep information is time-consuming, inefficient, non-scalable, and limited to
patients' subjective experience. A gold standard dataset is created from manual
annotation of 570 randomly sampled clinical note documents from the adSLEEP, a
corpus of 192,000 de-identified clinical notes of 7,266 AD patients retrieved
from the University of Pittsburgh Medical Center (UPMC). We developed a
rule-based Natural Language Processing (NLP) algorithm, machine learning
models, and Large Language Model(LLM)-based NLP algorithms to automate the
extraction of sleep-related concepts, including snoring, napping, sleep
problem, bad sleep quality, daytime sleepiness, night wakings, and sleep
duration, from the gold standard dataset. Rule-based NLP algorithm achieved the
best performance of F1 across all sleep-related concepts. In terms of Positive
Predictive Value (PPV), rule-based NLP algorithm achieved 1.00 for daytime
sleepiness and sleep duration, machine learning models: 0.95 and for napping,
0.86 for bad sleep quality and 0.90 for snoring; and LLAMA2 with finetuning
achieved PPV of 0.93 for Night Wakings, 0.89 for sleep problem, and 1.00 for
sleep duration. The results show that the rule-based NLP algorithm consistently
achieved the best performance for all sleep concepts. This study focused on the
clinical notes of patients with AD, but could be extended to general sleep
information extraction for other diseases.","['Sonish Sivarajkumar', 'Thomas Yu CHow Tam', 'Haneef Ahamed Mohammad', 'Samual Viggiano', 'David Oniani', 'Shyam Visweswaran', 'Yanshan Wang']",2022-03-08 21:20:19+00:00,2024-03-15 17:59:17+00:00,http://arxiv.org/pdf/2204.09601v2,cs.CL,"['cs.CL', 'cs.AI']","extraction of sleep information from clinical notes of patients with alzheimer's disease using natural language processing alzheimer's disease (ad) is the most common form of dementia in the united
states. sleep is one of the lifestyle-related factors that has been shown
critical for optimal cognitive function in old age. however, there is a lack of
research studying the association between sleep and ad incidence. a major
bottleneck for conducting such research is that the traditional way to acquire
sleep information is time-consuming, inefficient, non-scalable, and limited to
patients' subjective experience. a gold standard dataset is created from manual
annotation of 570 randomly sampled clinical note documents from the adsleep, a
corpus of 192,000 de-identified clinical notes of 7,266 ad patients retrieved
from the university of pittsburgh medical center (upmc). we developed a
rule-based natural language processing (nlp) algorithm, machine learning
models, and large language model(llm)-based nlp algorithms to automate the
extraction of sleep-related concepts, including snoring, napping, sleep
problem, bad sleep quality, daytime sleepiness, night wakings, and sleep
duration, from the gold standard dataset. rule-based nlp algorithm achieved the
best performance of f1 across all sleep-related concepts. in terms of positive
predictive value (ppv), rule-based nlp algorithm achieved 1.00 for daytime
sleepiness and sleep duration, machine learning models: 0.95 and for napping,
0.86 for bad sleep quality and 0.90 for snoring; and llama2 with finetuning
achieved ppv of 0.93 for night wakings, 0.89 for sleep problem, and 1.00 for
sleep duration. the results show that the rule-based nlp algorithm consistently
achieved the best performance for all sleep concepts. this study focused on the
clinical notes of patients with ad, but could be extended to general sleep
information extraction for other diseases."
Dehumanizing Voice Technology: Phonetic & Experiential Consequences of Restricted Human-Machine Interaction,"The use of natural language and voice-based interfaces gradu-ally transforms
how consumers search, shop, and express their preferences. The current work
explores how changes in the syntactical structure of the interaction with
conversational interfaces (command vs. request based expression modalities)
negatively affects consumers' subjective task enjoyment and systematically
alters objective vocal features in the human voice. We show that requests (vs.
commands) lead to an in-crease in phonetic convergence and lower phonetic
latency, and ultimately a more natural task experience for consumers. To the
best of our knowledge, this is the first work docu-menting that altering the
input modality of how consumers interact with smart objects systematically
affects consumers' IoT experience. We provide evidence that altering the
required input to initiate a conversation with smart objects provokes
systematic changes both in terms of consumers' subjective experience and
objective phonetic changes in the human voice. The current research also makes
a methodological con-tribution by highlighting the unexplored potential of
feature extraction in human voice as a novel data format linking consumers'
vocal features during speech formation and their sub-jective task experiences.","['Christian Hildebrand', 'Donna Hoffman', 'Tom Novak']",2021-11-02 22:49:25+00:00,2021-11-02 22:49:25+00:00,http://arxiv.org/pdf/2111.01934v1,cs.AI,"['cs.AI', 'cs.HC']","dehumanizing voice technology: phonetic & experiential consequences of restricted human-machine interaction the use of natural language and voice-based interfaces gradu-ally transforms
how consumers search, shop, and express their preferences. the current work
explores how changes in the syntactical structure of the interaction with
conversational interfaces (command vs. request based expression modalities)
negatively affects consumers' subjective task enjoyment and systematically
alters objective vocal features in the human voice. we show that requests (vs.
commands) lead to an in-crease in phonetic convergence and lower phonetic
latency, and ultimately a more natural task experience for consumers. to the
best of our knowledge, this is the first work docu-menting that altering the
input modality of how consumers interact with smart objects systematically
affects consumers' iot experience. we provide evidence that altering the
required input to initiate a conversation with smart objects provokes
systematic changes both in terms of consumers' subjective experience and
objective phonetic changes in the human voice. the current research also makes
a methodological con-tribution by highlighting the unexplored potential of
feature extraction in human voice as a novel data format linking consumers'
vocal features during speech formation and their sub-jective task experiences."
Chronic Pain and Language: A Topic Modelling Approach to Personal Pain Descriptions,"Chronic pain is recognized as a major health problem, with impacts not only
at the economic, but also at the social, and individual levels. Being a private
and subjective experience, it is impossible to externally and impartially
experience, describe, and interpret chronic pain as a purely noxious stimulus
that would directly point to a causal agent and facilitate its mitigation,
contrary to acute pain, the assessment of which is usually straightforward.
Verbal communication is, thus, key to convey relevant information to health
professionals that would otherwise not be accessible to external entities,
namely, intrinsic qualities about the painful experience and the patient. We
propose and discuss a topic modelling approach to recognize patterns in verbal
descriptions of chronic pain, and use these patterns to quantify and qualify
experiences of pain. Our approaches allow for the extraction of novel insights
on chronic pain experiences from the obtained topic models and latent spaces.
We argue that our results are clinically relevant for the assessment and
management of chronic pain.","['Diogo A. P. Nunes', 'Joana Ferreira Gomes', 'Fani Neto', 'David Martins de Matos']",2021-09-01 14:31:16+00:00,2022-03-17 13:52:47+00:00,http://arxiv.org/pdf/2109.00402v2,cs.CL,"['cs.CL', 'cs.IR', 'q-bio.QM', 'I.2.7; I.5.3; I.5.4; J.3; J.4']","chronic pain and language: a topic modelling approach to personal pain descriptions chronic pain is recognized as a major health problem, with impacts not only
at the economic, but also at the social, and individual levels. being a private
and subjective experience, it is impossible to externally and impartially
experience, describe, and interpret chronic pain as a purely noxious stimulus
that would directly point to a causal agent and facilitate its mitigation,
contrary to acute pain, the assessment of which is usually straightforward.
verbal communication is, thus, key to convey relevant information to health
professionals that would otherwise not be accessible to external entities,
namely, intrinsic qualities about the painful experience and the patient. we
propose and discuss a topic modelling approach to recognize patterns in verbal
descriptions of chronic pain, and use these patterns to quantify and qualify
experiences of pain. our approaches allow for the extraction of novel insights
on chronic pain experiences from the obtained topic models and latent spaces.
we argue that our results are clinically relevant for the assessment and
management of chronic pain."
"Clustering of Pain Dynamics in Sickle Cell Disease from Sparse, Uneven Samples","Irregularly sampled time series data are common in a variety of fields. Many
typical methods for drawing insight from data fail in this case. Here we
attempt to generalize methods for clustering trajectories to irregularly and
sparsely sampled data. We first construct synthetic data sets, then propose and
assess four methods of data alignment to allow for application of spectral
clustering. We also repeat the same process for real data drawn from medical
records of patients with sickle cell disease -- patients whose subjective
experiences of pain were tracked for several months via a mobile app.
  We find that different methods for aligning irregularly sampled sparse data
sets can lead to different optimal numbers of clusters, even for synthetic data
with known properties. For the case of sickle cell disease, we find that three
clusters is a reasonable choice, and these appear to correspond to (1) a low
pain group with occasionally acute pain, (2) a group which experiences moderate
mean pain that fluctuates often from low to high, and (3) a group that
experiences persistent high levels of pain.
  Our results may help physicians and patients better understand and manage
patients' pain levels over time, and we expect that the methods we develop will
apply to a wide range of other data sources in medicine and beyond.","['Gary K. Nave Jr.', 'Swati Padhee', 'Amanuel Alambo', 'Tanvi Banerjee', 'Nirmish Shah', 'Daniel M. Abrams']",2021-08-31 16:43:57+00:00,2021-08-31 16:43:57+00:00,http://arxiv.org/pdf/2108.13963v1,q-bio.QM,"['q-bio.QM', 'cs.LG']","clustering of pain dynamics in sickle cell disease from sparse, uneven samples irregularly sampled time series data are common in a variety of fields. many
typical methods for drawing insight from data fail in this case. here we
attempt to generalize methods for clustering trajectories to irregularly and
sparsely sampled data. we first construct synthetic data sets, then propose and
assess four methods of data alignment to allow for application of spectral
clustering. we also repeat the same process for real data drawn from medical
records of patients with sickle cell disease -- patients whose subjective
experiences of pain were tracked for several months via a mobile app.
  we find that different methods for aligning irregularly sampled sparse data
sets can lead to different optimal numbers of clusters, even for synthetic data
with known properties. for the case of sickle cell disease, we find that three
clusters is a reasonable choice, and these appear to correspond to (1) a low
pain group with occasionally acute pain, (2) a group which experiences moderate
mean pain that fluctuates often from low to high, and (3) a group that
experiences persistent high levels of pain.
  our results may help physicians and patients better understand and manage
patients' pain levels over time, and we expect that the methods we develop will
apply to a wide range of other data sources in medicine and beyond."
A Theory of Consciousness from a Theoretical Computer Science Perspective: Insights from the Conscious Turing Machine,"The quest to understand consciousness, once the purview of philosophers and
theologians, is now actively pursued by scientists of many stripes. We examine
consciousness from the perspective of theoretical computer science (TCS), a
branch of mathematics concerned with understanding the underlying principles of
computation and complexity, including the implications and surprising
consequences of resource limitations. In the spirit of Alan Turing's simple yet
powerful definition of a computer, the Turing Machine (TM), and perspective of
computational complexity theory, we formalize a modified version of the Global
Workspace Theory (GWT) of consciousness originated by cognitive neuroscientist
Bernard Baars and further developed by him, Stanislas Dehaene, Jean-Pierre
Changeaux and others. We are not looking for a complex model of the brain nor
of cognition, but for a simple computational model of (the admittedly complex
concept of) consciousness. We do this by defining the Conscious Turing Machine
(CTM), also called a conscious AI, and then we define consciousness and related
notions in the CTM. While these are only mathematical (TCS) definitions, we
suggest why the CTM has the feeling of consciousness. The TCS perspective
provides a simple formal framework to employ tools from computational
complexity theory and machine learning to help us understand consciousness and
related concepts. Previously we explored high level explanations for the
feelings of pain and pleasure in the CTM. Here we consider three examples
related to vision (blindsight, inattentional blindness, and change blindness),
followed by discussions of dreams, free will, and altered states of
consciousness.","['Lenore Blum', 'Manuel Blum']",2021-07-29 01:47:52+00:00,2022-07-05 17:48:40+00:00,http://arxiv.org/pdf/2107.13704v10,cs.AI,"['cs.AI', 'q-bio.NC', '68-02', 'I.2; F.0']","a theory of consciousness from a theoretical computer science perspective: insights from the conscious turing machine the quest to understand consciousness, once the purview of philosophers and
theologians, is now actively pursued by scientists of many stripes. we examine
consciousness from the perspective of theoretical computer science (tcs), a
branch of mathematics concerned with understanding the underlying principles of
computation and complexity, including the implications and surprising
consequences of resource limitations. in the spirit of alan turing's simple yet
powerful definition of a computer, the turing machine (tm), and perspective of
computational complexity theory, we formalize a modified version of the global
workspace theory (gwt) of consciousness originated by cognitive neuroscientist
bernard baars and further developed by him, stanislas dehaene, jean-pierre
changeaux and others. we are not looking for a complex model of the brain nor
of cognition, but for a simple computational model of (the admittedly complex
concept of) consciousness. we do this by defining the conscious turing machine
(ctm), also called a conscious ai, and then we define consciousness and related
notions in the ctm. while these are only mathematical (tcs) definitions, we
suggest why the ctm has the feeling of consciousness. the tcs perspective
provides a simple formal framework to employ tools from computational
complexity theory and machine learning to help us understand consciousness and
related concepts. previously we explored high level explanations for the
feelings of pain and pleasure in the ctm. here we consider three examples
related to vision (blindsight, inattentional blindness, and change blindness),
followed by discussions of dreams, free will, and altered states of
consciousness."
Reasoning about conscious experience with axiomatic and graphical mathematics,"We cast aspects of consciousness in axiomatic mathematical terms, using the
graphical calculus of general process theories (a.k.a symmetric monoidal
categories and Frobenius algebras therein). This calculus exploits the
ontological neutrality of process theories. A toy example using the axiomatic
calculus is given to show the power of this approach, recovering other aspects
of conscious experience, such as external and internal subjective distinction,
privacy or unreadability of personal subjective experience, and phenomenal
unity, one of the main issues for scientific studies of consciousness. In fact,
these features naturally arise from the compositional nature of axiomatic
calculus.","['Camilo Miguel Signorelli', 'Quanlong Wang', 'Bob Coecke']",2021-06-30 13:39:02+00:00,2021-06-30 13:39:02+00:00,http://arxiv.org/pdf/2106.16061v1,q-bio.NC,"['q-bio.NC', 'cs.AI']","reasoning about conscious experience with axiomatic and graphical mathematics we cast aspects of consciousness in axiomatic mathematical terms, using the
graphical calculus of general process theories (a.k.a symmetric monoidal
categories and frobenius algebras therein). this calculus exploits the
ontological neutrality of process theories. a toy example using the axiomatic
calculus is given to show the power of this approach, recovering other aspects
of conscious experience, such as external and internal subjective distinction,
privacy or unreadability of personal subjective experience, and phenomenal
unity, one of the main issues for scientific studies of consciousness. in fact,
these features naturally arise from the compositional nature of axiomatic
calculus."
