Title,Summary,Authors,Published,Updated,PDF_URL,Primary_Category,Categories
BarkBeetle: Stealing Decision Tree Models with Fault Injection,"Machine learning models, particularly decision trees (DTs), are widely
adopted across various domains due to their interpretability and efficiency.
However, as ML models become increasingly integrated into privacy-sensitive
applications, concerns about their confidentiality have grown, particularly in
light of emerging threats such as model extraction and fault injection attacks.
Assessing the vulnerability of DTs under such attacks is therefore important.
In this work, we present BarkBeetle, a novel attack that leverages fault
injection to extract internal structural information of DT models. BarkBeetle
employs a bottom-up recovery strategy that uses targeted fault injection at
specific nodes to efficiently infer feature splits and threshold values. Our
proof-of-concept implementation demonstrates that BarkBeetle requires
significantly fewer queries and recovers more structural information compared
to prior approaches, when evaluated on DTs trained with public UCI datasets. To
validate its practical feasibility, we implement BarkBeetle on a Raspberry Pi
RP2350 board and perform fault injections using the Faultier voltage glitching
tool. As BarkBeetle targets general DT models, we also provide an in-depth
discussion on its applicability to a broader range of tree-based applications,
including data stream classification, DT variants, and cryptography schemes.","['Qifan Wang', 'Jonas Sander', 'Minmin Jiang', 'Thomas Eisenbarth', 'David Oswald']",2025-07-09 16:08:58+00:00,2025-07-09 16:08:58+00:00,http://arxiv.org/pdf/2507.06986v1,cs.CR,['cs.CR']
A Principled Framework for Multi-View Contrastive Learning,"Contrastive Learning (CL), a leading paradigm in Self-Supervised Learning
(SSL), typically relies on pairs of data views generated through augmentation.
While multiple augmentations per instance (more than two) improve
generalization in supervised learning, current CL methods handle additional
views suboptimally by simply aggregating different pairwise objectives. This
approach suffers from four critical limitations: (L1) it utilizes multiple
optimization terms per data point resulting to conflicting objectives, (L2) it
fails to model all interactions across views and data points, (L3) it inherits
fundamental limitations (e.g. alignment-uniformity coupling) from pairwise CL
losses, and (L4) it prevents fully realizing the benefits of increased view
multiplicity observed in supervised settings. We address these limitations
through two novel loss functions: MV-InfoNCE, which extends InfoNCE to
incorporate all possible view interactions simultaneously in one term per data
point, and MV-DHEL, which decouples alignment from uniformity across views
while scaling interaction complexity with view multiplicity. Both approaches
are theoretically grounded - we prove they asymptotically optimize for
alignment of all views and uniformity, providing principled extensions to
multi-view contrastive learning. Our empirical results on ImageNet1K and three
other datasets demonstrate that our methods consistently outperform existing
multi-view approaches and effectively scale with increasing view multiplicity.
We also apply our objectives to multimodal data and show that, in contrast to
other contrastive objectives, they can scale beyond just two modalities. Most
significantly, ablation studies reveal that MV-DHEL with five or more views
effectively mitigates dimensionality collapse by fully utilizing the embedding
space, thereby delivering multi-view benefits observed in supervised learning.","['Panagiotis Koromilas', 'Efthymios Georgiou', 'Giorgos Bouritsas', 'Theodoros Giannakopoulos', 'Mihalis A. Nicolaou', 'Yannis Panagakis']",2025-07-09 16:07:17+00:00,2025-07-09 16:07:17+00:00,http://arxiv.org/pdf/2507.06979v1,cs.LG,"['cs.LG', 'cs.CV']"
Anti-Interference Diffractive Deep Neural Networks for Multi-Object Recognition,"Optical neural networks (ONNs) are emerging as a promising neuromorphic
computing paradigm for object recognition, offering unprecedented advantages in
light-speed computation, ultra-low power consumption, and inherent parallelism.
However, most of ONNs are only capable of performing simple object
classification tasks. These tasks are typically constrained to single-object
scenarios, which limits their practical applications in multi-object
recognition tasks. Here, we propose an anti-interference diffractive deep
neural network (AI D2NN) that can accurately and robustly recognize targets in
multi-object scenarios, including intra-class, inter-class, and dynamic
interference. By employing different deep-learning-based training strategies
for targets and interference, two transmissive diffractive layers form a
physical network that maps the spatial information of targets all-optically
into the power spectrum of the output light, while dispersing all interference
as background noise. We demonstrate the effectiveness of this framework in
classifying unknown handwritten digits under dynamic scenarios involving 40
categories of interference, achieving a simulated blind testing accuracy of
87.4% using terahertz waves. The presented framework can be physically scaled
to operate at any electromagnetic wavelength by simply scaling the diffractive
features in proportion to the wavelength range of interest. This work can
greatly advance the practical application of ONNs in target recognition and
pave the way for the development of real-time, high-throughput, low-power
all-optical computing systems, which are expected to be applied to autonomous
driving perception, precision medical diagnosis, and intelligent security
monitoring.","['Zhiqi Huang', 'Yufei Liu', 'Nan Zhang', 'Zian Zhang', 'Qiming Liao', 'Cong He', 'Shendong Liu', 'Youhai Liu', 'Hongtao Wang', 'Xingdu Qiao', 'Joel K. W. Yang', 'Yan Zhang', 'Lingling Huang', 'Yongtian Wang']",2025-07-09 16:06:58+00:00,2025-07-09 16:06:58+00:00,http://arxiv.org/pdf/2507.06978v1,physics.optics,"['physics.optics', '78A40', 'I.2.6; B.4.3']"
A multi-modal dataset for insect biodiversity with imagery and DNA at the trap and individual level,"Insects comprise millions of species, many experiencing severe population
declines under environmental and habitat changes. High-throughput approaches
are crucial for accelerating our understanding of insect diversity, with DNA
barcoding and high-resolution imaging showing strong potential for automatic
taxonomic classification. However, most image-based approaches rely on
individual specimen data, unlike the unsorted bulk samples collected in
large-scale ecological surveys. We present the Mixed Arthropod Sample
Segmentation and Identification (MassID45) dataset for training automatic
classifiers of bulk insect samples. It uniquely combines molecular and imaging
data at both the unsorted sample level and the full set of individual
specimens. Human annotators, supported by an AI-assisted tool, performed two
tasks on bulk images: creating segmentation masks around each individual
arthropod and assigning taxonomic labels to over 17 000 specimens. Combining
the taxonomic resolution of DNA barcodes with precise abundance estimates of
bulk images holds great potential for rapid, large-scale characterization of
insect communities. This dataset pushes the boundaries of tiny object detection
and instance segmentation, fostering innovation in both ecological and machine
learning research.","['Johanna Orsholm', 'John Quinto', 'Hannu Autto', 'Gaia Banelyte', 'Nicolas Chazot', 'Jeremy deWaard', 'Stephanie deWaard', 'Arielle Farrell', 'Brendan Furneaux', 'Bess Hardwick', 'Nao Ito', 'Amlan Kar', 'Oula Kalttopää', 'Deirdre Kerdraon', 'Erik Kristensen', 'Jaclyn McKeown', 'Tommi Mononen', 'Ellen Nein', 'Hanna Rogers', 'Tomas Roslin', 'Paula Schmitz', 'Jayme Sones', 'Maija Sujala', 'Amy Thompson', 'Evgeny V. Zakharov', 'Iuliia Zarubiieva', 'Akshita Gupta', 'Scott C. Lowe', 'Graham W. Taylor']",2025-07-09 16:03:06+00:00,2025-07-09 16:03:06+00:00,http://arxiv.org/pdf/2507.06972v1,cs.CV,['cs.CV']
"Unifying Re-Identification, Attribute Inference, and Data Reconstruction Risks in Differential Privacy","Differentially private (DP) mechanisms are difficult to interpret and
calibrate because existing methods for mapping standard privacy parameters to
concrete privacy risks -- re-identification, attribute inference, and data
reconstruction -- are both overly pessimistic and inconsistent. In this work,
we use the hypothesis-testing interpretation of DP ($f$-DP), and determine that
bounds on attack success can take the same unified form across
re-identification, attribute inference, and data reconstruction risks. Our
unified bounds are (1) consistent across a multitude of attack settings, and
(2) tunable, enabling practitioners to evaluate risk with respect to arbitrary
(including worst-case) levels of baseline risk. Empirically, our results are
tighter than prior methods using $\varepsilon$-DP, R\'enyi DP, and concentrated
DP. As a result, calibrating noise using our bounds can reduce the required
noise by 20% at the same risk level, which yields, e.g., more than 15pp
accuracy increase in a text classification task. Overall, this unifying
perspective provides a principled framework for interpreting and calibrating
the degree of protection in DP against specific levels of re-identification,
attribute inference, or data reconstruction risk.","['Bogdan Kulynych', 'Juan Felipe Gomez', 'Georgios Kaissis', 'Jamie Hayes', 'Borja Balle', 'Flavio du Pin Calmon', 'Jean Louis Raisaro']",2025-07-09 15:59:30+00:00,2025-07-09 15:59:30+00:00,http://arxiv.org/pdf/2507.06969v1,cs.LG,"['cs.LG', 'cs.AI', 'cs.CR', 'cs.CY', 'stat.ML']"
Noisy PDE Training Requires Bigger PINNs,"Physics-Informed Neural Networks (PINNs) are increasingly used to approximate
solutions of partial differential equations (PDEs), especially in high
dimensions. In real-world applications, data samples are noisy, so it is
important to know when a predictor can still achieve low empirical risk.
However, little is known about the conditions under which a PINN can do so
effectively. We prove a lower bound on the size of neural networks required for
the supervised PINN empirical risk to fall below the variance of noisy
supervision labels. Specifically, if a predictor achieves an empirical risk
$O(\eta)$ below $\sigma^2$ (variance of supervision data), then necessarily
$d_N\log d_N\gtrsim N_s \eta^2$, where $N_s$ is the number of samples and $d_N$
is the number of trainable parameters of the PINN. A similar constraint applies
to the fully unsupervised PINN setting when boundary labels are sampled
noisily. Consequently, increasing the number of noisy supervision labels alone
does not provide a ``free lunch'' in reducing empirical risk. We also show
empirically that PINNs can indeed achieve empirical risks below $\sigma^2$
under such conditions. As a case study, we investigate PINNs applied to the
Hamilton--Jacobi--Bellman (HJB) PDE. Our findings lay the groundwork for
quantitatively understanding the parameter requirements for training PINNs in
the presence of noise.","['Sebastien Andre-Sloan', 'Anirbit Mukherjee', 'Matthew Colbrook']",2025-07-09 15:58:26+00:00,2025-07-09 15:58:26+00:00,http://arxiv.org/pdf/2507.06967v1,cs.LG,"['cs.LG', 'cs.AI']"
Off-Policy Evaluation Under Nonignorable Missing Data,"Off-Policy Evaluation (OPE) aims to estimate the value of a target policy
using offline data collected from potentially different policies. In real-world
applications, however, logged data often suffers from missingness. While OPE
has been extensively studied in the literature, a theoretical understanding of
how missing data affects OPE results remains unclear. In this paper, we
investigate OPE in the presence of monotone missingness and theoretically
demonstrate that the value estimates remain unbiased under ignorable
missingness but can be biased under nonignorable (informative) missingness. To
retain the consistency of value estimation, we propose an inverse probability
weighted value estimator and conduct statistical inference to quantify the
uncertainty of the estimates. Through a series of numerical experiments, we
empirically demonstrate that our proposed estimator yields a more reliable
value inference under missing data.","['Han Wang', 'Yang Xu', 'Wenbin Lu', 'Rui Song']",2025-07-09 15:46:39+00:00,2025-07-09 15:46:39+00:00,http://arxiv.org/pdf/2507.06961v1,stat.ML,"['stat.ML', 'cs.LG']"
What Has a Foundation Model Found? Using Inductive Bias to Probe for World Models,"Foundation models are premised on the idea that sequence prediction can
uncover deeper domain understanding, much like how Kepler's predictions of
planetary motion later led to the discovery of Newtonian mechanics. However,
evaluating whether these models truly capture deeper structure remains a
challenge. We develop a technique for evaluating foundation models that
examines how they adapt to synthetic datasets generated from some postulated
world model. Our technique measures whether the foundation model's inductive
bias aligns with the world model, and so we refer to it as an inductive bias
probe. Across multiple domains, we find that foundation models can excel at
their training tasks yet fail to develop inductive biases towards the
underlying world model when adapted to new tasks. We particularly find that
foundation models trained on orbital trajectories consistently fail to apply
Newtonian mechanics when adapted to new physics tasks. Further analysis reveals
that these models behave as if they develop task-specific heuristics that fail
to generalize.","['Keyon Vafa', 'Peter G. Chang', 'Ashesh Rambachan', 'Sendhil Mullainathan']",2025-07-09 15:36:15+00:00,2025-07-09 15:36:15+00:00,http://arxiv.org/pdf/2507.06952v1,cs.LG,"['cs.LG', 'cs.AI']"
Dataset and Benchmark for Enhancing Critical Retained Foreign Object Detection,"Critical retained foreign objects (RFOs), including surgical instruments like
sponges and needles, pose serious patient safety risks and carry significant
financial and legal implications for healthcare institutions. Detecting
critical RFOs using artificial intelligence remains challenging due to their
rarity and the limited availability of chest X-ray datasets that specifically
feature critical RFOs cases. Existing datasets only contain non-critical RFOs,
like necklace or zipper, further limiting their utility for developing
clinically impactful detection algorithms. To address these limitations, we
introduce ""Hopkins RFOs Bench"", the first and largest dataset of its kind,
containing 144 chest X-ray images of critical RFO cases collected over 18 years
from the Johns Hopkins Health System. Using this dataset, we benchmark several
state-of-the-art object detection models, highlighting the need for enhanced
detection methodologies for critical RFO cases. Recognizing data scarcity
challenges, we further explore image synthetic methods to bridge this gap. We
evaluate two advanced synthetic image methods, DeepDRR-RFO, a physics-based
method, and RoentGen-RFO, a diffusion-based method, for creating realistic
radiographs featuring critical RFOs. Our comprehensive analysis identifies the
strengths and limitations of each synthetic method, providing insights into
effectively utilizing synthetic data to enhance model training. The Hopkins
RFOs Bench and our findings significantly advance the development of reliable,
generalizable AI-driven solutions for detecting critical RFOs in clinical chest
X-rays.","['Yuli Wang', 'Victoria R. Shi', 'Liwei Zhou', 'Richard Chin', 'Yuwei Dai', 'Yuanyun Hu', 'Cheng-Yi Li', 'Haoyue Guan', 'Jiashu Cheng', 'Yu Sun', 'Cheng Ting Lin', 'Ihab Kamel', 'Premal Trivedi', 'Pamela Johnson', 'John Eng', 'Harrison Bai']",2025-07-09 15:18:06+00:00,2025-07-09 15:18:06+00:00,http://arxiv.org/pdf/2507.06937v1,eess.IV,['eess.IV']
DICE: Data Influence Cascade in Decentralized Learning,"Decentralized learning offers a promising approach to crowdsource data
consumptions and computational workloads across geographically distributed
compute interconnected through peer-to-peer networks, accommodating the
exponentially increasing demands. However, proper incentives are still in
absence, considerably discouraging participation. Our vision is that a fair
incentive mechanism relies on fair attribution of contributions to
participating nodes, which faces non-trivial challenges arising from the
localized connections making influence ``cascade'' in a decentralized network.
To overcome this, we design the first method to estimate \textbf{D}ata
\textbf{I}nfluence \textbf{C}ascad\textbf{E} (DICE) in a decentralized
environment. Theoretically, the framework derives tractable approximations of
influence cascade over arbitrary neighbor hops, suggesting the influence
cascade is determined by an interplay of data, communication topology, and the
curvature of loss landscape. DICE also lays the foundations for applications
including selecting suitable collaborators and identifying malicious behaviors.
Project page is available at https://raiden-zhu.github.io/blog/2025/DICE/.","['Tongtian Zhu', 'Wenhao Li', 'Can Wang', 'Fengxiang He']",2025-07-09 15:13:44+00:00,2025-07-09 15:13:44+00:00,http://arxiv.org/pdf/2507.06931v1,cs.LG,"['cs.LG', 'cs.DC', 'cs.MA', 'cs.SI', 'stat.ML']"
Machine-Learned Force Fields for Lattice Dynamics at Coupled-Cluster Level Accuracy,"We investigate Machine-Learned Force Fields (MLFFs) trained on approximate
Density Functional Theory (DFT) and Coupled Cluster (CC) level potential energy
surfaces for the carbon diamond and lithium hydride solids. We assess the
accuracy and precision of the MLFFs by calculating phonon dispersions and
vibrational densities of states (VDOS) that are compared to experiment and
reference ab initio results. To overcome limitations from long-range effects
and the lack of atomic forces in the CC training data, a delta-learning
approach based on the difference between CC and DFT results is explored.
Compared to DFT, MLFFs trained on CC theory yield higher vibrational
frequencies for optical modes, agreeing better with experiment. Furthermore,
the MLFFs are used to estimate anharmonic effects on the VDOS of lithium
hydride at the level of CC theory.","['Sita Schönbauer', 'Johanna P. Carbone', 'Andreas Grüneis']",2025-07-09 15:11:55+00:00,2025-07-09 15:11:55+00:00,http://arxiv.org/pdf/2507.06929v1,cond-mat.mtrl-sci,"['cond-mat.mtrl-sci', 'cs.LG', 'physics.comp-ph']"
Distribution-free inference for LightGBM and GLM with Tweedie loss,"Prediction uncertainty quantification is a key research topic in recent years
scientific and business problems. In insurance industries
(\cite{parodi2023pricing}), assessing the range of possible claim costs for
individual drivers improves premium pricing accuracy. It also enables insurers
to manage risk more effectively by accounting for uncertainty in accident
likelihood and severity. In the presence of covariates, a variety of
regression-type models are often used for modeling insurance claims, ranging
from relatively simple generalized linear models (GLMs) to regularized GLMs to
gradient boosting models (GBMs). Conformal predictive inference has arisen as a
popular distribution-free approach for quantifying predictive uncertainty under
relatively weak assumptions of exchangeability, and has been well studied under
the classic linear regression setting. In this work, we propose new
non-conformity measures for GLMs and GBMs with GLM-type loss. Using regularized
Tweedie GLM regression and LightGBM with Tweedie loss, we demonstrate conformal
prediction performance with these non-conformity measures in insurance claims
data. Our simulation results favor the use of locally weighted Pearson
residuals for LightGBM over other methods considered, as the resulting
intervals maintained the nominal coverage with the smallest average width.","['Alokesh Manna', 'Aditya Vikram Sett', 'Dipak K. Dey', 'Yuwen Gu', 'Elizabeth D. Schifano', 'Jichao He']",2025-07-09 14:58:54+00:00,2025-07-09 14:58:54+00:00,http://arxiv.org/pdf/2507.06921v1,stat.ML,"['stat.ML', 'cs.LG', 'Application to insurance data, Methodology']"
Beyond Connectivity: An Open Architecture for AI-RAN Convergence in 6G,"The proliferation of data-intensive Artificial Intelligence (AI) applications
at the network edge demands a fundamental shift in RAN design, from merely
consuming AI for network optimization, to actively enabling distributed AI
workloads. This paradigm shift presents a significant opportunity for network
operators to monetize AI at the edge while leveraging existing infrastructure
investments. To realize this vision, this article presents a novel converged
O-RAN and AI-RAN architecture that unifies orchestration and management of both
telecommunications and AI workloads on shared infrastructure. The proposed
architecture extends the Open RAN principles of modularity, disaggregation, and
cloud-nativeness to support heterogeneous AI deployments. We introduce two key
architectural innovations: (i) the AI-RAN Orchestrator, which extends the O-RAN
Service Management and Orchestration (SMO) to enable integrated resource and
allocation across RAN and AI workloads; and (ii) AI-RAN sites that provide
distributed edge AI platforms with real-time processing capabilities. The
proposed system supports flexible deployment options, allowing AI workloads to
be orchestrated with specific timing requirements (real-time or batch
processing) and geographic targeting. The proposed architecture addresses the
orchestration requirements for managing heterogeneous workloads at different
time scales while maintaining open, standardized interfaces and multi-vendor
interoperability.","['Michele Polese', 'Niloofar Mohamadi', ""Salvatore D'Oro"", 'Tommaso Melodia']",2025-07-09 14:49:11+00:00,2025-07-09 14:49:11+00:00,http://arxiv.org/pdf/2507.06911v1,cs.NI,"['cs.NI', 'cs.AI', 'eess.SP']"
Exploring LLMs for Predicting Tutor Strategy and Student Outcomes in Dialogues,"Tutoring dialogues have gained significant attention in recent years, given
the prominence of online learning and the emerging tutoring abilities of
artificial intelligence (AI) agents powered by large language models (LLMs).
Recent studies have shown that the strategies used by tutors can have
significant effects on student outcomes, necessitating methods to predict how
tutors will behave and how their actions impact students. However, few works
have studied predicting tutor strategy in dialogues. Therefore, in this work we
investigate the ability of modern LLMs, particularly Llama 3 and GPT-4o, to
predict both future tutor moves and student outcomes in dialogues, using two
math tutoring dialogue datasets. We find that even state-of-the-art LLMs
struggle to predict future tutor strategy while tutor strategy is highly
indicative of student outcomes, outlining a need for more powerful methods to
approach this task.","['Fareya Ikram', 'Alexander Scarlatos', 'Andrew Lan']",2025-07-09 14:47:35+00:00,2025-07-09 14:47:35+00:00,http://arxiv.org/pdf/2507.06910v1,cs.CL,"['cs.CL', 'cs.CY']"
Robust and Safe Traffic Sign Recognition using N-version with Weighted Voting,"Autonomous driving is rapidly advancing as a key application of machine
learning, yet ensuring the safety of these systems remains a critical
challenge. Traffic sign recognition, an essential component of autonomous
vehicles, is particularly vulnerable to adversarial attacks that can compromise
driving safety. In this paper, we propose an N-version machine learning (NVML)
framework that integrates a safety-aware weighted soft voting mechanism. Our
approach utilizes Failure Mode and Effects Analysis (FMEA) to assess potential
safety risks and assign dynamic, safety-aware weights to the ensemble outputs.
We evaluate the robustness of three-version NVML systems employing various
voting mechanisms against adversarial samples generated using the Fast Gradient
Sign Method (FGSM) and Projected Gradient Descent (PGD) attacks. Experimental
results demonstrate that our NVML approach significantly enhances the
robustness and safety of traffic sign recognition systems under adversarial
conditions.","['Linyun Gao', 'Qiang Wen', 'Fumio Machida']",2025-07-09 14:46:31+00:00,2025-07-09 14:46:31+00:00,http://arxiv.org/pdf/2507.06907v1,cs.LG,"['cs.LG', 'cs.SE']"
Designing Adaptive Algorithms Based on Reinforcement Learning for Dynamic Optimization of Sliding Window Size in Multi-Dimensional Data Streams,"Multi-dimensional data streams, prevalent in applications like IoT, financial
markets, and real-time analytics, pose significant challenges due to their high
velocity, unbounded nature, and complex inter-dimensional dependencies. Sliding
window techniques are critical for processing such streams, but fixed-size
windows struggle to adapt to dynamic changes like concept drift or bursty
patterns. This paper proposes a novel reinforcement learning (RL)-based
approach to dynamically optimize sliding window sizes for multi-dimensional
data streams. By formulating window size selection as an RL problem, we enable
an agent to learn an adaptive policy based on stream characteristics, such as
variance, correlations, and temporal trends. Our method, RL-Window, leverages a
Dueling Deep Q-Network (DQN) with prioritized experience replay to handle
non-stationarity and high-dimensionality. Evaluations on benchmark datasets
(UCI HAR, PAMAP2, Yahoo! Finance Stream) demonstrate that RL-Window outperforms
state-of-the-art methods like ADWIN and CNN-Adaptive in classification
accuracy, drift robustness, and computational efficiency. Additional
qualitative analyses, extended metrics (e.g., energy efficiency, latency), and
a comprehensive dataset characterization further highlight its adaptability and
stability, making it suitable for real-time applications.","['Abolfazl Zarghani', 'Sadegh Abedi']",2025-07-09 14:40:35+00:00,2025-07-09 14:40:35+00:00,http://arxiv.org/pdf/2507.06901v1,cs.LG,['cs.LG']
VisualTrap: A Stealthy Backdoor Attack on GUI Agents via Visual Grounding Manipulation,"Graphical User Interface (GUI) agents powered by Large Vision-Language Models
(LVLMs) have emerged as a revolutionary approach to automating human-machine
interactions, capable of autonomously operating personal devices (e.g., mobile
phones) or applications within the device to perform complex real-world tasks
in a human-like manner. However, their close integration with personal devices
raises significant security concerns, with many threats, including backdoor
attacks, remaining largely unexplored. This work reveals that the visual
grounding of GUI agent-mapping textual plans to GUI elements-can introduce
vulnerabilities, enabling new types of backdoor attacks. With backdoor attack
targeting visual grounding, the agent's behavior can be compromised even when
given correct task-solving plans. To validate this vulnerability, we propose
VisualTrap, a method that can hijack the grounding by misleading the agent to
locate textual plans to trigger locations instead of the intended targets.
VisualTrap uses the common method of injecting poisoned data for attacks, and
does so during the pre-training of visual grounding to ensure practical
feasibility of attacking. Empirical results show that VisualTrap can
effectively hijack visual grounding with as little as 5% poisoned data and
highly stealthy visual triggers (invisible to the human eye); and the attack
can be generalized to downstream tasks, even after clean fine-tuning. Moreover,
the injected trigger can remain effective across different GUI environments,
e.g., being trained on mobile/web and generalizing to desktop environments.
These findings underscore the urgent need for further research on backdoor
attack risks in GUI agents.","['Ziang Ye', 'Yang Zhang', 'Wentao Shi', 'Xiaoyu You', 'Fuli Feng', 'Tat-Seng Chua']",2025-07-09 14:36:00+00:00,2025-07-09 14:36:00+00:00,http://arxiv.org/pdf/2507.06899v1,cs.CL,"['cs.CL', 'cs.AI']"
SCoRE: Streamlined Corpus-based Relation Extraction using Multi-Label Contrastive Learning and Bayesian kNN,"The growing demand for efficient knowledge graph (KG) enrichment leveraging
external corpora has intensified interest in relation extraction (RE),
particularly under low-supervision settings. To address the need for adaptable
and noise-resilient RE solutions that integrate seamlessly with pre-trained
large language models (PLMs), we introduce SCoRE, a modular and cost-effective
sentence-level RE system. SCoRE enables easy PLM switching, requires no
finetuning, and adapts smoothly to diverse corpora and KGs. By combining
supervised contrastive learning with a Bayesian k-Nearest Neighbors (kNN)
classifier for multi-label classification, it delivers robust performance
despite the noisy annotations of distantly supervised corpora. To improve RE
evaluation, we propose two novel metrics: Correlation Structure Distance (CSD),
measuring the alignment between learned relational patterns and KG structures,
and Precision at R (P@R), assessing utility as a recommender system. We also
release Wiki20d, a benchmark dataset replicating real-world RE conditions where
only KG-derived annotations are available. Experiments on five benchmarks show
that SCoRE matches or surpasses state-of-the-art methods while significantly
reducing energy consumption. Further analyses reveal that increasing model
complexity, as seen in prior work, degrades performance, highlighting the
advantages of SCoRE's minimal design. Combining efficiency, modularity, and
scalability, SCoRE stands as an optimal choice for real-world RE applications.","['Luca Mariotti', 'Veronica Guidetti', 'Federica Mandreoli']",2025-07-09 14:33:07+00:00,2025-07-09 14:33:07+00:00,http://arxiv.org/pdf/2507.06895v1,cs.CL,"['cs.CL', 'cs.AI', 'cs.IR', 'cs.LG']"
Developing and Maintaining an Open-Source Repository of AI Evaluations: Challenges and Insights,"AI evaluations have become critical tools for assessing large language model
capabilities and safety. This paper presents practical insights from eight
months of maintaining $inspect\_evals$, an open-source repository of 70+
community-contributed AI evaluations. We identify key challenges in
implementing and maintaining AI evaluations and develop solutions including:
(1) a structured cohort management framework for scaling community
contributions, (2) statistical methodologies for optimal resampling and
cross-model comparison with uncertainty quantification, and (3) systematic
quality control processes for reproducibility. Our analysis reveals that AI
evaluation requires specialized infrastructure, statistical rigor, and
community coordination beyond traditional software development practices.","['Alexandra Abbas', 'Celia Waggoner', 'Justin Olive']",2025-07-09 14:30:45+00:00,2025-07-09 14:30:45+00:00,http://arxiv.org/pdf/2507.06893v1,cs.CL,"['cs.CL', 'cs.AI']"
Squeeze the Soaked Sponge: Efficient Off-policy Reinforcement Finetuning for Large Language Model,"Reinforcement Learning (RL) has demonstrated its potential to improve the
reasoning ability of Large Language Models (LLMs). One major limitation of most
existing Reinforcement Finetuning (RFT) methods is that they are on-policy RL
in nature, i.e., data generated during the past learning process is not fully
utilized. This inevitably comes at a significant cost of compute and time,
posing a stringent bottleneck on continuing economic and efficient scaling. To
this end, we launch the renaissance of off-policy RL and propose Reincarnating
Mix-policy Proximal Policy Gradient (ReMix), a general approach to enable
on-policy RFT methods like PPO and GRPO to leverage off-policy data. ReMix
consists of three major components: (1) Mix-policy proximal policy gradient
with an increased Update-To-Data (UTD) ratio for efficient training; (2)
KL-Convex policy constraint to balance the trade-off between stability and
flexibility; (3) Policy reincarnation to achieve a seamless transition from
efficient early-stage learning to steady asymptotic improvement. In our
experiments, we train a series of ReMix models upon PPO, GRPO and 1.5B, 7B base
models. ReMix shows an average Pass@1 accuracy of 52.10% (for 1.5B model) with
0.079M response rollouts, 350 training steps and achieves 63.27%/64.39% (for 7B
model) with 0.007M/0.011M response rollouts, 50/75 training steps, on five math
reasoning benchmarks (i.e., AIME'24, AMC'23, Minerva, OlympiadBench, and
MATH500). Compared with 15 recent advanced models, ReMix shows SOTA-level
performance with an over 30x to 450x reduction in training cost in terms of
rollout data volume. In addition, we reveal insightful findings via
multifaceted analysis, including the implicit preference for shorter responses
due to the Whipping Effect of off-policy discrepancy, the collapse mode of
self-reflection behavior under the presence of severe off-policyness, etc.","['Jing Liang', 'Hongyao Tang', 'Yi Ma', 'Jinyi Liu', 'Yan Zheng', 'Shuyue Hu', 'Lei Bai', 'Jianye Hao']",2025-07-09 14:29:45+00:00,2025-07-09 14:29:45+00:00,http://arxiv.org/pdf/2507.06892v1,cs.LG,"['cs.LG', 'cs.AI', 'cs.CL']"
Horizontal and Vertical Federated Causal Structure Learning via Higher-order Cumulants,"Federated causal discovery aims to uncover the causal relationships between
entities while protecting data privacy, which has significant importance and
numerous applications in real-world scenarios. Existing federated causal
structure learning methods primarily focus on horizontal federated settings.
However, in practical situations, different clients may not necessarily contain
data on the same variables. In a single client, the incomplete set of variables
can easily lead to spurious causal relationships, thereby affecting the
information transmitted to other clients. To address this issue, we
comprehensively consider causal structure learning methods under both
horizontal and vertical federated settings. We provide the identification
theories and methods for learning causal structure in the horizontal and
vertical federal setting via higher-order cumulants. Specifically, we first
aggregate higher-order cumulant information from all participating clients to
construct global cumulant estimates. These global estimates are then used for
recursive source identification, ultimately yielding a global causal strength
matrix. Our approach not only enables the reconstruction of causal graphs but
also facilitates the estimation of causal strength coefficients. Our algorithm
demonstrates superior performance in experiments conducted on both synthetic
data and real-world data.","['Wei Chen', 'Wanyang Gu', 'Linjun Peng', 'Ruichu Cai', 'Zhifeng Hao', 'Kun Zhang']",2025-07-09 14:25:51+00:00,2025-07-09 14:25:51+00:00,http://arxiv.org/pdf/2507.06888v1,cs.LG,['cs.LG']
Formalization of the AADL Run-Time Services with Time,"The Architecture Analysis & Design Language (AADL) is an architecture
description language for design of cyber-physical systems--machines controlled
by software. The AADL standard, SAE International AS5506D, describes Run-Time
Services (RTS) to be provided to execute AADL models in accordance with
semantics defined by the standard. The RTS of primary concern are transport
services and timing services. Although, the study presented in [1] sets a
foundation for the formal semantics of AADL, but without modeling time. This
paper extends and simplifies this formalization using a modal logic defined by
a Kripke structure, to explicitly include time. The RTS defined in the AADL
standard are also expanded to support reactive state-transition machines of the
Behavior Specification annex standard language (BA) and its closely-related,
formally-defined counterpart, the Behavior Language for Embedded Systems with
Software (BLESS). An example of AADL RTS with time, implemented by the High
Assurance Modeling and Rapid Engineering for Embedded Systems (HAMR) for
state-transition machine behavior written in BLESS, is also presented.","['Brian R Larson', 'Ehsan Ahmad']",2025-07-09 14:17:42+00:00,2025-07-09 14:17:42+00:00,http://arxiv.org/pdf/2507.06881v1,cs.SE,"['cs.SE', 'cs.SY', 'eess.SY']"
