Title,Authors,Summary,Published,Updated,URL,Primary Category
A New Paradigm of User-Centric Wireless Communication Driven by Large Language Models,"Kuiyuan Ding, Caili Guo, Yang Yang, Wuxia Hu, Yonina C. Eldar","The next generation of wireless communications seeks to deeply integrate
artificial intelligence (AI) with user-centric communication networks, with the
goal of developing AI-native networks that more accurately address user
requirements. The rapid development of large language models (LLMs) offers
significant potential in realizing these goals. However, existing efforts that
leverage LLMs for wireless communication often overlook the considerable gap
between human natural language and the intricacies of real-world communication
systems, thus failing to fully exploit the capabilities of LLMs. To address
this gap, we propose a novel LLM-driven paradigm for wireless communication
that innovatively incorporates the nature language to structured query language
(NL2SQL) tool. Specifically, in this paradigm, user personal requirements is
the primary focus. Upon receiving a user request, LLMs first analyze the user
intent in terms of relevant communication metrics and system parameters.
Subsequently, a structured query language (SQL) statement is generated to
retrieve the specific parameter values from a high-performance real-time
database. We further utilize LLMs to formulate and solve an optimization
problem based on the user request and the retrieved parameters. The solution to
this optimization problem then drives adjustments in the communication system
to fulfill the user's requirements. To validate the feasibility of the proposed
paradigm, we present a prototype system. In this prototype, we consider
user-request centric semantic communication (URC-SC) system in which a dynamic
semantic representation network at the physical layer adapts its encoding depth
to meet user requirements. Additionally, two LLMs are employed to analyze user
requests and generate SQL statements, respectively. Simulation results
demonstrate the effectiveness.",2025-04-16,2025-04-16,http://arxiv.org/abs/2504.11696v1,cs.NI
Can GPT tell us why these images are synthesized? Empowering Multimodal Large Language Models for Forensics,"Yiran He, Yun Cao, Bowen Yang, Zeyu Zhang","The rapid development of generative AI facilitates content creation and makes
image manipulation easier and more difficult to detect. While multimodal Large
Language Models (LLMs) have encoded rich world knowledge, they are not
inherently tailored for combating AI-generated Content (AIGC) and struggle to
comprehend local forgery details. In this work, we investigate the application
of multimodal LLMs in forgery detection. We propose a framework capable of
evaluating image authenticity, localizing tampered regions, providing evidence,
and tracing generation methods based on semantic tampering clues. Our method
demonstrates that the potential of LLMs in forgery analysis can be effectively
unlocked through meticulous prompt engineering and the application of few-shot
learning techniques. We conduct qualitative and quantitative experiments and
show that GPT4V can achieve an accuracy of 92.1% in Autosplice and 86.3% in
LaMa, which is competitive with state-of-the-art AIGC detection methods. We
further discuss the limitations of multimodal LLMs in such tasks and propose
potential improvements.",2025-04-16,2025-04-16,http://arxiv.org/abs/2504.11686v1,cs.CV
Steering Prosocial AI Agents: Computational Basis of LLM's Decision Making in Social Simulation,Ji Ma,"Large language models (LLMs) increasingly serve as human-like decision-making
agents in social science and applied settings. These LLM-agents are typically
assigned human-like characters and placed in real-life contexts. However, how
these characters and contexts shape an LLM's behavior remains underexplored.
This study proposes and tests methods for probing, quantifying, and modifying
an LLM's internal representations in a Dictator Game -- a classic behavioral
experiment on fairness and prosocial behavior. We extract ``vectors of variable
variations'' (e.g., ``male'' to ``female'') from the LLM's internal state.
Manipulating these vectors during the model's inference can substantially alter
how those variables relate to the model's decision-making. This approach offers
a principled way to study and regulate how social concepts can be encoded and
engineered within transformer-based models, with implications for alignment,
debiasing, and designing AI agents for social simulations in both academic and
commercial applications.",2025-04-16,2025-04-16,http://arxiv.org/abs/2504.11671v1,cs.AI
Towards Interpretable Deep Generative Models via Causal Representation Learning,"Gemma E. Moran, Bryon Aragam","Recent developments in generative artificial intelligence (AI) rely on
machine learning techniques such as deep learning and generative modeling to
achieve state-of-the-art performance across wide-ranging domains. These
methods' surprising performance is due in part to their ability to learn
implicit ""representations'' of complex, multi-modal data. Unfortunately, deep
neural networks are notoriously black boxes that obscure these representations,
making them difficult to interpret or analyze. To resolve these difficulties,
one approach is to build new interpretable neural network models from the
ground up. This is the goal of the emerging field of causal representation
learning (CRL) that uses causality as a vector for building flexible,
interpretable, and transferable generative AI. CRL can be seen as a culmination
of three intrinsically statistical problems: (i) latent variable models such as
factor analysis; (ii) causal graphical models with latent variables; and (iii)
nonparametric statistics and deep learning. This paper reviews recent progress
in CRL from a statistical perspective, focusing on connections to classical
models and statistical and causal identifiablity results. This review also
highlights key application areas, implementation strategies, and open
statistical questions in CRL.",2025-04-15,2025-04-15,http://arxiv.org/abs/2504.11609v1,stat.ML
MULTI-LF: A Unified Continuous Learning Framework for Real-Time DDoS Detection in Multi-Environment Networks,"Furqan Rustam, Islam Obaidat, Anca Delia Jurcut","Detecting Distributed Denial of Service (DDoS) attacks in Multi-Environment
(M-En) networks presents significant challenges due to diverse malicious
traffic patterns and the evolving nature of cyber threats. Existing AI-based
detection systems struggle to adapt to new attack strategies and lack real-time
attack detection capabilities with high accuracy and efficiency. This study
proposes an online, continuous learning methodology for DDoS detection in M-En
networks, enabling continuous model updates and real-time adaptation to
emerging threats, including zero-day attacks. First, we develop a unique M-En
network dataset by setting up a realistic, real-time simulation using the NS-3
tool, incorporating both victim and bot devices. DDoS attacks with varying
packet sizes are simulated using the DDoSim application across IoT and
traditional IP-based environments under M-En network criteria. Our approach
employs a multi-level framework (MULTI-LF) featuring two machine learning
models: a lightweight Model 1 (M1) trained on a selective, critical packet
dataset for fast and efficient initial detection, and a more complex, highly
accurate Model 2 (M2) trained on extensive data. When M1 exhibits low
confidence in its predictions, the decision is escalated to M2 for verification
and potential fine-tuning of M1 using insights from M2. If both models
demonstrate low confidence, the system flags the incident for human
intervention, facilitating model updates with human-verified categories to
enhance adaptability to unseen attack patterns. We validate the MULTI-LF
through real-world simulations, demonstrating superior classification accuracy
of 0.999 and low prediction latency of 0.866 seconds compared to established
baselines. Furthermore, we evaluate performance in terms of memory usage (3.632
MB) and CPU utilization (10.05%) in real-time scenarios.",2025-04-15,2025-04-15,http://arxiv.org/abs/2504.11575v1,cs.CR
Perceptions of Agentic AI in Organizations: Implications for Responsible AI and ROI,Lee Ackerman,"As artificial intelligence (AI) systems rapidly gain autonomy, the need for
robust responsible AI frameworks becomes paramount. This paper investigates how
organizations perceive and adapt such frameworks amidst the emerging landscape
of increasingly sophisticated agentic AI. Employing an interpretive qualitative
approach, the study explores the lived experiences of AI professionals.
Findings highlight that the inherent complexity of agentic AI systems and their
responsible implementation, rooted in the intricate interconnectedness of
responsible AI dimensions and the thematic framework (an analytical structure
developed from the data), combined with the novelty of agentic AI, contribute
to significant challenges in organizational adaptation, characterized by
knowledge gaps, a limited emphasis on stakeholder engagement, and a strong
focus on control. These factors, by hindering effective adaptation and
implementation, ultimately compromise the potential for responsible AI and the
realization of ROI.",2025-04-15,2025-04-15,http://arxiv.org/abs/2504.11564v1,cs.CY
HypoBench: Towards Systematic and Principled Benchmarking for Hypothesis Generation,"Haokun Liu, Sicong Huang, Jingyu Hu, Yangqiaoyu Zhou, Chenhao Tan","There is growing interest in hypothesis generation with large language models
(LLMs). However, fundamental questions remain: what makes a good hypothesis,
and how can we systematically evaluate methods for hypothesis generation? To
address this, we introduce HypoBench, a novel benchmark designed to evaluate
LLMs and hypothesis generation methods across multiple aspects, including
practical utility, generalizability, and hypothesis discovery rate. HypoBench
includes 7 real-world tasks and 5 synthetic tasks with 194 distinct datasets.
We evaluate four state-of-the-art LLMs combined with six existing
hypothesis-generation methods. Overall, our results suggest that existing
methods are capable of discovering valid and novel patterns in the data.
However, the results from synthetic datasets indicate that there is still
significant room for improvement, as current hypothesis generation methods do
not fully uncover all relevant or meaningful patterns. Specifically, in
synthetic settings, as task difficulty increases, performance significantly
drops, with best models and methods only recovering 38.8% of the ground-truth
hypotheses. These findings highlight challenges in hypothesis generation and
demonstrate that HypoBench serves as a valuable resource for improving AI
systems designed to assist scientific discovery.",2025-04-15,2025-04-15,http://arxiv.org/abs/2504.11524v1,cs.AI
"DeepMath-103K: A Large-Scale, Challenging, Decontaminated, and Verifiable Mathematical Dataset for Advancing Reasoning","Zhiwei He, Tian Liang, Jiahao Xu, Qiuzhi Liu, Xingyu Chen, Yue Wang, Linfeng Song, Dian Yu, Zhenwen Liang, Wenxuan Wang, Zhuosheng Zhang, Rui Wang, Zhaopeng Tu, Haitao Mi, Dong Yu","The capacity for complex mathematical reasoning is a key benchmark for
artificial intelligence. While reinforcement learning (RL) applied to LLMs
shows promise, progress is significantly hindered by the lack of large-scale
training data that is sufficiently challenging, possesses verifiable answer
formats suitable for RL, and is free from contamination with evaluation
benchmarks. To address these limitations, we introduce DeepMath-103K, a new,
large-scale dataset comprising approximately 103K mathematical problems,
specifically designed to train advanced reasoning models via RL. DeepMath-103K
is curated through a rigorous pipeline involving source analysis, stringent
decontamination against numerous benchmarks, and filtering for high difficulty
(primarily Levels 5-9), significantly exceeding existing open resources in
challenge. Each problem includes a verifiable final answer, enabling rule-based
RL, and three distinct R1-generated solutions suitable for diverse training
paradigms like supervised fine-tuning or distillation. Spanning a wide range of
mathematical topics, DeepMath-103K promotes the development of generalizable
reasoning. We demonstrate that models trained on DeepMath-103K achieve
significant improvements on challenging mathematical benchmarks, validating its
effectiveness. We release DeepMath-103K publicly to facilitate community
progress in building more capable AI reasoning systems:
https://github.com/zwhe99/DeepMath.",2025-04-15,2025-04-15,http://arxiv.org/abs/2504.11456v1,cs.CL
PARTFIELD: Learning 3D Feature Fields for Part Segmentation and Beyond,"Minghua Liu, Mikaela Angelina Uy, Donglai Xiang, Hao Su, Sanja Fidler, Nicholas Sharp, Jun Gao","We propose PartField, a feedforward approach for learning part-based 3D
features, which captures the general concept of parts and their hierarchy
without relying on predefined templates or text-based names, and can be applied
to open-world 3D shapes across various modalities. PartField requires only a 3D
feedforward pass at inference time, significantly improving runtime and
robustness compared to prior approaches. Our model is trained by distilling 2D
and 3D part proposals from a mix of labeled datasets and image segmentations on
large unsupervised datasets, via a contrastive learning formulation. It
produces a continuous feature field which can be clustered to yield a
hierarchical part decomposition. Comparisons show that PartField is up to 20%
more accurate and often orders of magnitude faster than other recent
class-agnostic part-segmentation methods. Beyond single-shape part
decomposition, consistency in the learned field emerges across shapes, enabling
tasks such as co-segmentation and correspondence, which we demonstrate in
several applications of these general-purpose, hierarchical, and consistent 3D
feature fields. Check our Webpage!
https://research.nvidia.com/labs/toronto-ai/partfield-release/",2025-04-15,2025-04-15,http://arxiv.org/abs/2504.11451v1,cs.CV
eXplainable AI for data driven control: an inverse optimal control approach,"Federico Porcari, Donatello Materassi, Simone Formentin","Understanding the behavior of black-box data-driven controllers is a key
challenge in modern control design. In this work, we propose an eXplainable AI
(XAI) methodology based on Inverse Optimal Control (IOC) to obtain local
explanations for the behavior of a controller operating around a given region.
Specifically, we extract the weights assigned to tracking errors and control
effort in the implicit cost function that a black-box controller is optimizing,
offering a more transparent and interpretable representation of the
controller's underlying objectives. This approach presents connections with
well-established XAI techniques, such as Local Interpretable Model-agnostic
Explanations (LIME) since it is still based on a local approximation of the
control policy. However, rather being limited to a standard sensitivity
analysis, the explanation provided by our method relies on the solution of an
inverse Linear Quadratic (LQ) problem, offering a structured and more
control-relevant perspective. Numerical examples demonstrate that the inferred
cost function consistently provides a deeper understanding of the controller's
decision-making process, shedding light on otherwise counterintuitive or
unexpected phenomena.",2025-04-15,2025-04-15,http://arxiv.org/abs/2504.11446v1,eess.SY
Early Impacts of M365 Copilot,"Eleanor Wiske Dillon, Sonia Jaffe, Sida Peng, Alexia Cambon","Advances in generative AI have rapidly expanded the potential of computers to
perform or assist in a wide array of tasks traditionally performed by humans.
We analyze a large, real-world randomized experiment of over 6,000 workers at
56 firms to present some of the earliest evidence on how these technologies are
changing the way knowledge workers do their jobs. We find substantial time
savings on common core tasks across a wide range of industries and occupations:
workers who make use of this technology spent half an hour less reading email
each week and completed documents 12% faster. Despite the newness of the
technology, nearly 40% of workers who were given access to the tool used it
regularly in their work throughout the 6-month study.",2025-04-15,2025-04-15,http://arxiv.org/abs/2504.11443v1,econ.GN
Shifting Work Patterns with Generative AI,"Eleanor Wiske Dillon, Sonia Jaffe, Nicole Immorlica, Christopher T. Stanton","We present evidence on how generative AI changes the work patterns of
knowledge workers using data from a 6-month-long, cross-industry, randomized
field experiment. Half of the 6,000 workers in the study received access to a
generative AI tool integrated into the applications they already used for
emails, document creation, and meetings. We find that access to the AI tool
during the first year of its release primarily impacted behaviors that could be
changed independently and not behaviors that required coordination to change:
workers who used the tool spent 3 fewer hours, or 25% less time on email each
week (intent to treat estimate is 1.4 hours) and seemed to complete documents
moderately faster, but did not significantly change time spent in meetings.",2025-04-15,2025-04-15,http://arxiv.org/abs/2504.11436v1,econ.GN
Embodied World Models Emerge from Navigational Task in Open-Ended Environments,"Li Jin, Liu Jia","Understanding how artificial systems can develop spatial awareness and
reasoning has long been a challenge in AI research. Traditional models often
rely on passive observation, but embodied cognition theory suggests that deeper
understanding emerges from active interaction with the environment. This study
investigates whether neural networks can autonomously internalize spatial
concepts through interaction, focusing on planar navigation tasks. Using Gated
Recurrent Units (GRUs) combined with Meta-Reinforcement Learning (Meta-RL), we
show that agents can learn to encode spatial properties like direction,
distance, and obstacle avoidance. We introduce Hybrid Dynamical Systems (HDS)
to model the agent-environment interaction as a closed dynamical system,
revealing stable limit cycles that correspond to optimal navigation strategies.
Ridge Representation allows us to map navigation paths into a fixed-dimensional
behavioral space, enabling comparison with neural states. Canonical Correlation
Analysis (CCA) confirms strong alignment between these representations,
suggesting that the agent's neural states actively encode spatial knowledge.
Intervention experiments further show that specific neural dimensions are
causally linked to navigation performance. This work provides an approach to
bridging the gap between action and perception in AI, offering new insights
into building adaptive, interpretable models that can generalize across complex
environments. The causal validation of neural representations also opens new
avenues for understanding and controlling the internal mechanisms of AI
systems, pushing the boundaries of how machines learn and reason in dynamic,
real-world scenarios.",2025-04-15,2025-04-15,http://arxiv.org/abs/2504.11419v1,cs.AI
VideoPanda: Video Panoramic Diffusion with Multi-view Attention,"Kevin Xie, Amirmojtaba Sabour, Jiahui Huang, Despoina Paschalidou, Greg Klar, Umar Iqbal, Sanja Fidler, Xiaohui Zeng","High resolution panoramic video content is paramount for immersive
experiences in Virtual Reality, but is non-trivial to collect as it requires
specialized equipment and intricate camera setups. In this work, we introduce
VideoPanda, a novel approach for synthesizing 360$^\circ$ videos conditioned on
text or single-view video data. VideoPanda leverages multi-view attention
layers to augment a video diffusion model, enabling it to generate consistent
multi-view videos that can be combined into immersive panoramic content.
VideoPanda is trained jointly using two conditions: text-only and single-view
video, and supports autoregressive generation of long-videos. To overcome the
computational burden of multi-view video generation, we randomly subsample the
duration and camera views used during training and show that the model is able
to gracefully generalize to generating more frames during inference. Extensive
evaluations on both real-world and synthetic video datasets demonstrate that
VideoPanda generates more realistic and coherent 360$^\circ$ panoramas across
all input conditions compared to existing methods. Visit the project website at
https://research-staging.nvidia.com/labs/toronto-ai/VideoPanda/ for results.",2025-04-15,2025-04-15,http://arxiv.org/abs/2504.11389v1,cs.GR
Accelerating Multiscale Modeling with Hybrid Solvers: Coupling FEM and Neural Operators with Domain Decomposition,"Wei Wang, Maryam Hakimzadeh, Haihui Ruan, Somdatta Goswami","Numerical solvers for partial differential equations (PDEs) face challenges
balancing computational cost and accuracy, especially in multiscale and dynamic
systems. Neural operators can significantly speed up simulations; however, they
often face challenges such as error accumulation and limited generalization in
multiphysics problems. This work introduces a novel hybrid framework that
integrates physics-informed DeepONet with FEM through domain decomposition. The
core innovation lies in adaptively coupling FEM and DeepONet subdomains via a
Schwarz alternating method. This methodology strategically allocates
computationally demanding regions to a pre-trained Deep Operator Network, while
the remaining computational domain is solved through FEM. To address dynamic
systems, we integrate the Newmark time-stepping scheme directly into the
DeepONet, significantly mitigating error accumulation in long-term simulations.
Furthermore, an adaptive subdomain evolution enables the ML-resolved region to
expand dynamically, capturing emerging fine-scale features without remeshing.
The framework's efficacy has been validated across a range of solid mechanics
problems, including static, quasi-static, and dynamic regimes, demonstrating
accelerated convergence rates (up to 20% improvement compared to FE-FE
approaches), while preserving solution fidelity with error < 1%. Our case
studies show that our proposed hybrid solver: (1) maintains solution continuity
across subdomain interfaces, (2) reduces computational costs by eliminating
fine mesh requirements, (3) mitigates error accumulation in time-dependent
simulations, and (4) enables automatic adaptation to evolving physical
phenomena. This work bridges the gap between numerical methods and AI-driven
surrogates, offering a scalable pathway for high-fidelity simulations in
engineering and scientific applications.",2025-04-15,2025-04-16,http://arxiv.org/abs/2504.11383v2,cs.LG
Cancer-Myth: Evaluating AI Chatbot on Patient Questions with False Presuppositions,"Wang Bill Zhu, Tianqi Chen, Ching Ying Lin, Jade Law, Mazen Jizzini, Jorge J. Nieva, Ruishan Liu, Robin Jia","Cancer patients are increasingly turning to large language models (LLMs) as a
new form of internet search for medical information, making it critical to
assess how well these models handle complex, personalized questions. However,
current medical benchmarks focus on medical exams or consumer-searched
questions and do not evaluate LLMs on real patient questions with detailed
clinical contexts. In this paper, we first evaluate LLMs on cancer-related
questions drawn from real patients, reviewed by three hematology oncology
physicians. While responses are generally accurate, with GPT-4-Turbo scoring
4.13 out of 5, the models frequently fail to recognize or address false
presuppositions in the questions-posing risks to safe medical decision-making.
To study this limitation systematically, we introduce Cancer-Myth, an
expert-verified adversarial dataset of 585 cancer-related questions with false
presuppositions. On this benchmark, no frontier LLM -- including GPT-4o,
Gemini-1.Pro, and Claude-3.5-Sonnet -- corrects these false presuppositions
more than 30% of the time. Even advanced medical agentic methods do not prevent
LLMs from ignoring false presuppositions. These findings expose a critical gap
in the clinical reliability of LLMs and underscore the need for more robust
safeguards in medical AI systems.",2025-04-15,2025-04-15,http://arxiv.org/abs/2504.11373v1,cs.CL
OpenTuringBench: An Open-Model-based Benchmark and Framework for Machine-Generated Text Detection and Attribution,"Lucio La Cava, Andrea Tagarelli","Open Large Language Models (OLLMs) are increasingly leveraged in generative
AI applications, posing new challenges for detecting their outputs. We propose
OpenTuringBench, a new benchmark based on OLLMs, designed to train and evaluate
machine-generated text detectors on the Turing Test and Authorship Attribution
problems. OpenTuringBench focuses on a representative set of OLLMs, and
features a number of challenging evaluation tasks, including
human/machine-manipulated texts, out-of-domain texts, and texts from previously
unseen models. We also provide OTBDetector, a contrastive learning framework to
detect and attribute OLLM-based machine-generated texts. Results highlight the
relevance and varying degrees of difficulty of the OpenTuringBench tasks, with
our detector achieving remarkable capabilities across the various tasks and
outperforming most existing detectors. Resources are available on the
OpenTuringBench Hugging Face repository at
https://huggingface.co/datasets/MLNTeam-Unical/OpenTuringBench",2025-04-15,2025-04-15,http://arxiv.org/abs/2504.11369v1,cs.CL
From Gaze to Insight: Bridging Human Visual Attention and Vision Language Model Explanation for Weakly-Supervised Medical Image Segmentation,"Jingkun Chen, Haoran Duan, Xiao Zhang, Boyan Gao, Tao Tan, Vicente Grau, Jungong Han","Medical image segmentation remains challenging due to the high cost of
pixel-level annotations for training. In the context of weak supervision,
clinician gaze data captures regions of diagnostic interest; however, its
sparsity limits its use for segmentation. In contrast, vision-language models
(VLMs) provide semantic context through textual descriptions but lack the
explanation precision required. Recognizing that neither source alone suffices,
we propose a teacher-student framework that integrates both gaze and language
supervision, leveraging their complementary strengths. Our key insight is that
gaze data indicates where clinicians focus during diagnosis, while VLMs explain
why those regions are significant. To implement this, the teacher model first
learns from gaze points enhanced by VLM-generated descriptions of lesion
morphology, establishing a foundation for guiding the student model. The
teacher then directs the student through three strategies: (1) Multi-scale
feature alignment to fuse visual cues with textual semantics; (2)
Confidence-weighted consistency constraints to focus on reliable predictions;
(3) Adaptive masking to limit error propagation in uncertain areas. Experiments
on the Kvasir-SEG, NCI-ISBI, and ISIC datasets show that our method achieves
Dice scores of 80.78%, 80.53%, and 84.22%, respectively-improving 3-5% over
gaze baselines without increasing the annotation burden. By preserving
correlations among predictions, gaze data, and lesion descriptions, our
framework also maintains clinical interpretability. This work illustrates how
integrating human visual attention with AI-generated semantic context can
effectively overcome the limitations of individual weak supervision signals,
thereby advancing the development of deployable, annotation-efficient medical
AI systems. Code is available at: https://github.com/jingkunchen/FGI.git.",2025-04-15,2025-04-15,http://arxiv.org/abs/2504.11368v1,cs.CV
"Smartphone-Based Undergraduate Physics Labs: A Comprehensive Review of Innovation, Accessibility, and Pedagogical Impact",Yiping Zhao,"Smartphone-integrated physics laboratories (SmartIPLs) have emerged as
scalable and cost-effective alternatives to traditional lab instruction,
providing accessible, hands-on experiences for diverse learning environments.
This review synthesizes over a decade of research, covering nearly 200
SmartIPLs across key physics domains such as mechanics, optics, acoustics,
electromagnetism, thermodynamics, and modern physics. SmartIPLs are categorized
into two primary types: sensor-based experiments using built-in smartphone
tools and camera-based video/image analysis for motion and optical studies.
Empirical studies show that SmartIPLs support equal or greater gains in
conceptual understanding, science process skills, and student engagement,
especially in remote and under-resourced settings. The review explores their
theoretical foundations, compares them to traditional and virtual labs, and
addresses challenges such as device variability and classroom integration.
Future directions include broader curricular integration, AI-driven student
feedback, expansion into underrepresented physics topics, interdisciplinary
applications, and equity-focused instructional design. Open-access resources,
such as the UGA SmartPhone Intro Physics Lab and Modern Optics YouTube channels
and the SPIE book Use of Smartphones in Optical Experimentation, highlight
community-driven efforts to expand and democratize physics education. As
smartphone technology advances, SmartIPLs will offer a promising path toward
adaptive, intelligent, and inclusive laboratory instruction for the 21st
century.",2025-04-15,2025-04-15,http://arxiv.org/abs/2504.11363v1,physics.ed-ph
Explicit and Implicit Representations in AI-based 3D Reconstruction for Radiology: A systematic literature review,"Yuezhe Yang, Boyu Yang, Yaqian Wang, Yang He, Xingbo Dong, Zhe Jin","The demand for high-quality medical imaging in clinical practice and assisted
diagnosis has made 3D reconstruction in radiological imaging a key research
focus. Artificial intelligence (AI) has emerged as a promising approach to
enhancing reconstruction accuracy while reducing acquisition and processing
time, thereby minimizing patient radiation exposure and discomfort and
ultimately benefiting clinical diagnosis. This review explores state-of-the-art
AI-based 3D reconstruction algorithms in radiological imaging, categorizing
them into explicit and implicit approaches based on their underlying
principles. Explicit methods include point-based, volume-based, and Gaussian
representations, while implicit methods encompass implicit prior embedding and
neural radiance fields. Additionally, we examine commonly used evaluation
metrics and benchmark datasets. Finally, we discuss the current state of
development, key challenges, and future research directions in this evolving
field. Our project available on: https://github.com/Bean-Young/AI4Med.",2025-04-15,2025-04-15,http://arxiv.org/abs/2504.11349v1,cs.CV
DeepWheel: Generating a 3D Synthetic Wheel Dataset for Design and Performance Evaluation,"Soyoung Yoo, Namwoo Kang","Data-driven design is emerging as a powerful strategy to accelerate
engineering innovation. However, its application to vehicle wheel design
remains limited due to the lack of large-scale, high-quality datasets that
include 3D geometry and physical performance metrics. To address this gap, this
study proposes a synthetic design-performance dataset generation framework
using generative AI. The proposed framework first generates 2D rendered images
using Stable Diffusion, and then reconstructs the 3D geometry through 2.5D
depth estimation. Structural simulations are subsequently performed to extract
engineering performance data. To further expand the design and performance
space, topology optimization is applied, enabling the generation of a more
diverse set of wheel designs. The final dataset, named DeepWheel, consists of
over 6,000 photo-realistic images and 900 structurally analyzed 3D models. This
multi-modal dataset serves as a valuable resource for surrogate model training,
data-driven inverse design, and design space exploration. The proposed
methodology is also applicable to other complex design domains. The dataset is
released under the Creative Commons Attribution-NonCommercial 4.0
International(CC BY-NC 4.0) and is available on the
https://www.smartdesignlab.org/datasets",2025-04-15,2025-04-16,http://arxiv.org/abs/2504.11347v2,cs.CV
Code Reborn AI-Driven Legacy Systems Modernization from COBOL to Java,Gopichand Bandarupalli,"This study investigates AI-driven modernization of legacy COBOL code into
Java, addressing a critical challenge in aging software systems. Leveraging the
Legacy COBOL 2024 Corpus -- 50,000 COBOL files from public and enterprise
sources -- Java parses the code, AI suggests upgrades, and React visualizes
gains. Achieving 93% accuracy, complexity drops 35% (from 18 to 11.7) and
coupling 33% (from 8 to 5.4), surpassing manual efforts (75%) and rule-based
tools (82%). The approach offers a scalable path to rejuvenate COBOL systems,
vital for industries like banking and insurance.",2025-04-15,2025-04-15,http://arxiv.org/abs/2504.11335v1,cs.SE
The Cambridge Report on Database Research,"Anastasia Ailamaki, Samuel Madden, Daniel Abadi, Gustavo Alonso, Sihem Amer-Yahia, Magdalena Balazinska, Philip A. Bernstein, Peter Boncz, Michael Cafarella, Surajit Chaudhuri, Susan Davidson, David DeWitt, Yanlei Diao, Xin Luna Dong, Michael Franklin, Juliana Freire, Johannes Gehrke, Alon Halevy, Joseph M. Hellerstein, Mark D. Hill, Stratos Idreos, Yannis Ioannidis, Christoph Koch, Donald Kossmann, Tim Kraska, Arun Kumar, Guoliang Li, Volker Markl, Renée Miller, C. Mohan, Thomas Neumann, Beng Chin Ooi, Fatma Ozcan, Aditya Parameswaran, Ippokratis Pandis, Jignesh M. Patel, Andrew Pavlo, Danica Porobic, Viktor Sanca, Michael Stonebraker, Julia Stoyanovich, Dan Suciu, Wang-Chiew Tan, Shiv Venkataraman, Matei Zaharia, Stanley B. Zdonik","On October 19 and 20, 2023, the authors of this report convened in Cambridge,
MA, to discuss the state of the database research field, its recent
accomplishments and ongoing challenges, and future directions for research and
community engagement. This gathering continues a long standing tradition in the
database community, dating back to the late 1980s, in which researchers meet
roughly every five years to produce a forward looking report.
  This report summarizes the key takeaways from our discussions. We begin with
a retrospective on the academic, open source, and commercial successes of the
community over the past five years. We then turn to future opportunities, with
a focus on core data systems, particularly in the context of cloud computing
and emerging hardware, as well as on the growing impact of data science, data
governance, and generative AI.
  This document is not intended as an exhaustive survey of all technical
challenges or industry innovations in the field. Rather, it reflects the
perspectives of senior community members on the most pressing challenges and
promising opportunities ahead.",2025-04-15,2025-04-15,http://arxiv.org/abs/2504.11259v1,cs.DB
3DAffordSplat: Efficient Affordance Reasoning with 3D Gaussians,"Zeming Wei, Junyi Lin, Yang Liu, Weixing Chen, Jingzhou Luo, Guanbin Li, Liang Lin","3D affordance reasoning is essential in associating human instructions with
the functional regions of 3D objects, facilitating precise, task-oriented
manipulations in embodied AI. However, current methods, which predominantly
depend on sparse 3D point clouds, exhibit limited generalizability and
robustness due to their sensitivity to coordinate variations and the inherent
sparsity of the data. By contrast, 3D Gaussian Splatting (3DGS) delivers
high-fidelity, real-time rendering with minimal computational overhead by
representing scenes as dense, continuous distributions. This positions 3DGS as
a highly effective approach for capturing fine-grained affordance details and
improving recognition accuracy. Nevertheless, its full potential remains
largely untapped due to the absence of large-scale, 3DGS-specific affordance
datasets. To overcome these limitations, we present 3DAffordSplat, the first
large-scale, multi-modal dataset tailored for 3DGS-based affordance reasoning.
This dataset includes 23,677 Gaussian instances, 8,354 point cloud instances,
and 6,631 manually annotated affordance labels, encompassing 21 object
categories and 18 affordance types. Building upon this dataset, we introduce
AffordSplatNet, a novel model specifically designed for affordance reasoning
using 3DGS representations. AffordSplatNet features an innovative cross-modal
structure alignment module that exploits structural consistency priors to align
3D point cloud and 3DGS representations, resulting in enhanced affordance
recognition accuracy. Extensive experiments demonstrate that the 3DAffordSplat
dataset significantly advances affordance learning within the 3DGS domain,
while AffordSplatNet consistently outperforms existing methods across both seen
and unseen settings, highlighting its robust generalization capabilities.",2025-04-15,2025-04-16,http://arxiv.org/abs/2504.11218v2,cs.CV
