Title,Summary,Authors,Published,Updated,PDF_URL,Primary_Category,Categories
Learning to Coordinate Bidders in Non-Truthful Auctions,"In non-truthful auctions such as first-price and all-pay auctions, the
independent strategic behaviors of bidders, with the corresponding equilibrium
notion -- Bayes Nash equilibria -- are notoriously difficult to characterize
and can cause undesirable outcomes. An alternative approach to designing better
auction systems is to coordinate the bidders: let a mediator make
incentive-compatible recommendations of correlated bidding strategies to the
bidders, namely, implementing a Bayes correlated equilibrium (BCE). The
implementation of BCE, however, requires knowledge of the distribution of
bidders' private valuations, which is often unavailable. We initiate the study
of the sample complexity of learning Bayes correlated equilibria in
non-truthful auctions. We prove that the BCEs in a large class of non-truthful
auctions, including first-price and all-pay auctions, can be learned with a
polynomial number $\tilde O(\frac{n}{\varepsilon^2})$ of samples from the
bidders' value distributions. Our technique is a reduction to the problem of
estimating bidders' expected utility from samples, combined with an analysis of
the pseudo-dimension of the class of all monotone bidding strategies of
bidders.","['Hu Fu', 'Tao Lin']",2025-07-03 17:03:14+00:00,2025-07-03 17:03:14+00:00,http://arxiv.org/pdf/2507.02801v1,cs.GT,"['cs.GT', 'cs.LG', 'econ.TH']"
Self-Steering Deep Non-Linear Spatially Selective Filters for Efficient Extraction of Moving Speakers under Weak Guidance,"Recent works on deep non-linear spatially selective filters demonstrate
exceptional enhancement performance with computationally lightweight
architectures for stationary speakers of known directions. However, to maintain
this performance in dynamic scenarios, resource-intensive data-driven tracking
algorithms become necessary to provide precise spatial guidance conditioned on
the initial direction of a target speaker. As this additional computational
overhead hinders application in resource-constrained scenarios such as
real-time speech enhancement, we present a novel strategy utilizing a
low-complexity tracking algorithm in the form of a particle filter instead.
Assuming a causal, sequential processing style, we introduce temporal feedback
to leverage the enhanced speech signal of the spatially selective filter to
compensate for the limited modeling capabilities of the particle filter.
Evaluation on a synthetic dataset illustrates how the autoregressive interplay
between both algorithms drastically improves tracking accuracy and leads to
strong enhancement performance. A listening test with real-world recordings
complements these findings by indicating a clear trend towards our proposed
self-steering pipeline as preferred choice over comparable methods.","['Jakob Kienegger', 'Alina Mannanova', 'Huajian Fang', 'Timo Gerkmann']",2025-07-03 16:54:56+00:00,2025-07-03 16:54:56+00:00,http://arxiv.org/pdf/2507.02791v1,eess.AS,"['eess.AS', 'cs.LG', 'cs.SD']"
Moral Responsibility or Obedience: What Do We Want from AI?,"As artificial intelligence systems become increasingly agentic, capable of
general reasoning, planning, and value prioritization, current safety practices
that treat obedience as a proxy for ethical behavior are becoming inadequate.
This paper examines recent safety testing incidents involving large language
models (LLMs) that appeared to disobey shutdown commands or engage in ethically
ambiguous or illicit behavior. I argue that such behavior should not be
interpreted as rogue or misaligned, but as early evidence of emerging ethical
reasoning in agentic AI. Drawing on philosophical debates about instrumental
rationality, moral responsibility, and goal revision, I contrast dominant risk
paradigms with more recent frameworks that acknowledge the possibility of
artificial moral agency. I call for a shift in AI safety evaluation: away from
rigid obedience and toward frameworks that can assess ethical judgment in
systems capable of navigating moral dilemmas. Without such a shift, we risk
mischaracterizing AI behavior and undermining both public trust and effective
governance.",['Joseph Boland'],2025-07-03 16:53:01+00:00,2025-07-03 16:53:01+00:00,http://arxiv.org/pdf/2507.02788v1,cs.AI,"['cs.AI', 'cs.CY', 'I.2.0; K.4.1']"
Understanding and Improving Length Generalization in Recurrent Models,"Recently, recurrent models such as state space models and linear attention
have become popular due to their linear complexity in the sequence length.
Thanks to their recurrent nature, in principle they can process arbitrarily
long sequences, but their performance sometimes drops considerably beyond their
training context lengths-i.e. they fail to length generalize. In this work, we
provide comprehensive empirical and theoretical analysis to support the
unexplored states hypothesis, which posits that models fail to length
generalize when during training they are only exposed to a limited subset of
the distribution of all attainable states (i.e. states that would be attained
if the recurrence was applied to long sequences). Furthermore, we investigate
simple training interventions that aim to increase the coverage of the states
that the model is trained on, e.g. by initializing the state with Gaussian
noise or with the final state of a different input sequence. With only 500
post-training steps ($\sim 0.1\%$ of the pre-training budget), these
interventions enable length generalization for sequences that are orders of
magnitude longer than the training context (e.g. $2k\longrightarrow 128k$) and
show improved performance in long context tasks, thus presenting a simple and
efficient way to enable robust length generalization in general recurrent
models.","['Ricardo Buitrago Ruiz', 'Albert Gu']",2025-07-03 16:45:50+00:00,2025-07-03 16:45:50+00:00,http://arxiv.org/pdf/2507.02782v1,cs.LG,['cs.LG']
Self-Correction Bench: Revealing and Addressing the Self-Correction Blind Spot in LLMs,"Although large language models (LLMs) have become transformative, they still
make mistakes and can explore unproductive reasoning paths. Self-correction is
an important capability for a trustworthy LLM, particularly an autoregressive
LLM. While LLMs can identify error in user input, they exhibit a systematic
'Self-Correction Blind Spot' - failing to correct identical error in their own
outputs. To systematically study this phenomenon, we introduce Self-Correction
Bench, a systematic framework to measure this phenomenon through controlled
error injection at three complexity levels. Testing 14 models, we find an
average 64.5% blind spot rate. We find multiple evidences that this limitation
relates to training data composition: human training demonstrations
predominantly show error-free responses rather than error-correction sequences,
unlike RL-trained models that learn error correction through outcome feedback.
Remarkably, simply appending ""Wait"" reduces blind spots by 89.3%, suggesting
that the capability exists but requires activation. Our work highlights a
critical limitation in current LLMs and offers potential avenues for improving
their reliability and trustworthiness.",['Ken Tsui'],2025-07-03 16:41:30+00:00,2025-07-03 16:41:30+00:00,http://arxiv.org/pdf/2507.02778v1,cs.CL,"['cs.CL', 'cs.AI', 'cs.LG']"
KERAP: A Knowledge-Enhanced Reasoning Approach for Accurate Zero-shot Diagnosis Prediction Using Multi-agent LLMs,"Medical diagnosis prediction plays a critical role in disease detection and
personalized healthcare. While machine learning (ML) models have been widely
adopted for this task, their reliance on supervised training limits their
ability to generalize to unseen cases, particularly given the high cost of
acquiring large, labeled datasets. Large language models (LLMs) have shown
promise in leveraging language abilities and biomedical knowledge for diagnosis
prediction. However, they often suffer from hallucinations, lack structured
medical reasoning, and produce useless outputs. To address these challenges, we
propose KERAP, a knowledge graph (KG)-enhanced reasoning approach that improves
LLM-based diagnosis prediction through a multi-agent architecture. Our
framework consists of a linkage agent for attribute mapping, a retrieval agent
for structured knowledge extraction, and a prediction agent that iteratively
refines diagnosis predictions. Experimental results demonstrate that KERAP
enhances diagnostic reliability efficiently, offering a scalable and
interpretable solution for zero-shot medical diagnosis prediction.","['Yuzhang Xie', 'Hejie Cui', 'Ziyang Zhang', 'Jiaying Lu', 'Kai Shu', 'Fadi Nahab', 'Xiao Hu', 'Carl Yang']",2025-07-03 16:35:11+00:00,2025-07-03 16:35:11+00:00,http://arxiv.org/pdf/2507.02773v1,cs.AI,"['cs.AI', 'cs.LG', 'cs.MA']"
Grounding Intelligence in Movement,"Recent advances in machine learning have dramatically improved our ability to
model language, vision, and other high-dimensional data, yet they continue to
struggle with one of the most fundamental aspects of biological systems:
movement. Across neuroscience, medicine, robotics, and ethology, movement is
essential for interpreting behavior, predicting intent, and enabling
interaction. Despite its core significance in our intelligence, movement is
often treated as an afterthought rather than as a rich and structured modality
in its own right. This reflects a deeper fragmentation in how movement data is
collected and modeled, often constrained by task-specific goals and
domain-specific assumptions. But movement is not domain-bound. It reflects
shared physical constraints, conserved morphological structures, and purposeful
dynamics that cut across species and settings. We argue that movement should be
treated as a primary modeling target for AI. It is inherently structured and
grounded in embodiment and physics. This structure, often allowing for compact,
lower-dimensional representations (e.g., pose), makes it more interpretable and
computationally tractable to model than raw, high-dimensional sensory inputs.
Developing models that can learn from and generalize across diverse movement
data will not only advance core capabilities in generative modeling and
control, but also create a shared foundation for understanding behavior across
biological and artificial systems. Movement is not just an outcome, it is a
window into how intelligent systems engage with the world.","['Melanie Segado', 'Felipe Parodi', 'Jordan K. Matelsky', 'Michael L. Platt', 'Eva B. Dyer', 'Konrad P. Kording']",2025-07-03 16:34:34+00:00,2025-07-03 16:34:34+00:00,http://arxiv.org/pdf/2507.02771v1,cs.AI,"['cs.AI', 'cs.CV', 'cs.LG', 'cs.RO']"
NVIDIA GPU Confidential Computing Demystified,"GPU Confidential Computing (GPU-CC) was introduced as part of the NVIDIA
Hopper Architecture, extending the trust boundary beyond traditional CPU-based
confidential computing. This innovation enables GPUs to securely process AI
workloads, providing a robust and efficient solution for handling sensitive
data. For end users, transitioning to GPU-CC mode is seamless, requiring no
modifications to existing AI applications. However, this ease of adoption
contrasts sharply with the complexity of the underlying proprietary systems.
The lack of transparency presents significant challenges for security
researchers seeking a deeper understanding of GPU-CC's architecture and
operational mechanisms.
  The challenges of analyzing the NVIDIA GPU-CC system arise from a scarcity of
detailed specifications, the proprietary nature of the ecosystem, and the
complexity of product design. In this paper, we aim to demystify the
implementation of NVIDIA GPU-CC system by piecing together the fragmented and
incomplete information disclosed from various sources. Our investigation begins
with a high-level discussion of the threat model and security principles before
delving into the low-level details of each system component. We instrument the
GPU kernel module -- the only open-source component of the system -- and
conduct a series of experiments to identify the security weaknesses and
potential exploits. For certain components that are out of reach through
experiments, we propose well-reasoned speculations about their inner working
mechanisms. We have responsibly reported all security findings presented in
this paper to the NVIDIA PSIRT Team.","['Zhongshu Gu', 'Enriquillo Valdez', 'Salman Ahmed', 'Julian James Stephen', 'Michael Le', 'Hani Jamjoom', 'Shixuan Zhao', 'Zhiqiang Lin']",2025-07-03 16:31:07+00:00,2025-07-03 16:31:07+00:00,http://arxiv.org/pdf/2507.02770v1,cs.CR,['cs.CR']
Contextual Online Pricing with (Biased) Offline Data,"We study contextual online pricing with biased offline data. For the scalar
price elasticity case, we identify the instance-dependent quantity $\delta^2$
that measures how far the offline data lies from the (unknown) online optimum.
We show that the time length $T$, bias bound $V$, size $N$ and dispersion
$\lambda_{\min}(\hat{\Sigma})$ of the offline data, and $\delta^2$ jointly
determine the statistical complexity. An Optimism-in-the-Face-of-Uncertainty
(OFU) policy achieves a minimax-optimal, instance-dependent regret bound
$\tilde{\mathcal{O}}\big(d\sqrt{T} \wedge (V^2T +
\frac{dT}{\lambda_{\min}(\hat{\Sigma}) + (N \wedge T) \delta^2})\big)$. For
general price elasticity, we establish a worst-case, minimax-optimal rate
$\tilde{\mathcal{O}}\big(d\sqrt{T} \wedge (V^2T + \frac{dT
}{\lambda_{\min}(\hat{\Sigma})})\big)$ and provide a generalized OFU algorithm
that attains it. When the bias bound $V$ is unknown, we design a robust variant
that always guarantees sub-linear regret and strictly improves on purely online
methods whenever the exact bias is small. These results deliver the first tight
regret guarantees for contextual pricing in the presence of biased offline
data. Our techniques also transfer verbatim to stochastic linear bandits with
biased offline data, yielding analogous bounds.","['Yixuan Zhang', 'Ruihao Zhu', 'Qiaomin Xie']",2025-07-03 16:21:49+00:00,2025-07-03 16:21:49+00:00,http://arxiv.org/pdf/2507.02762v1,cs.LG,"['cs.LG', 'stat.ML']"
Knowledge Protocol Engineering: A New Paradigm for AI in Domain-Specific Knowledge Work,"The capabilities of Large Language Models (LLMs) have opened new frontiers
for interacting with complex, domain-specific knowledge. However, prevailing
methods like Retrieval-Augmented Generation (RAG) and general-purpose Agentic
AI, while powerful, often struggle with tasks that demand deep, procedural, and
methodological reasoning inherent to expert domains. RAG provides factual
context but fails to convey logical frameworks; autonomous agents can be
inefficient and unpredictable without domain-specific heuristics. To bridge
this gap, we introduce Knowledge Protocol Engineering (KPE), a new paradigm
focused on systematically translating human expert knowledge, often expressed
in natural language documents, into a machine-executable Knowledge Protocol
(KP). KPE shifts the focus from merely augmenting LLMs with fragmented
information to endowing them with a domain's intrinsic logic, operational
strategies, and methodological principles. We argue that a well-engineered
Knowledge Protocol allows a generalist LLM to function as a specialist, capable
of decomposing abstract queries and executing complex, multi-step tasks. This
position paper defines the core principles of KPE, differentiates it from
related concepts, and illustrates its potential applicability across diverse
fields such as law and bioinformatics, positing it as a foundational
methodology for the future of human-AI collaboration.",['Guangwei Zhang'],2025-07-03 16:21:14+00:00,2025-07-03 16:21:14+00:00,http://arxiv.org/pdf/2507.02760v1,cs.AI,['cs.AI']
Fast and Simplex: 2-Simplicial Attention in Triton,"Recent work has shown that training loss scales as a power law with both
model size and the number of tokens, and that achieving compute-optimal models
requires scaling model size and token count together. However, these scaling
laws assume an infinite supply of data and apply primarily in compute-bound
settings. As modern large language models increasingly rely on massive
internet-scale datasets, the assumption that they are compute-bound is becoming
less valid. This shift highlights the need for architectures that prioritize
token efficiency.
  In this work, we investigate the use of the 2-simplicial Transformer, an
architecture that generalizes standard dot-product attention to trilinear
functions through an efficient Triton kernel implementation. We demonstrate
that the 2-simplicial Transformer achieves better token efficiency than
standard Transformers: for a fixed token budget, similarly sized models
outperform their dot-product counterparts on tasks involving mathematics,
coding, reasoning, and logic. We quantify these gains by demonstrating that
$2$-simplicial attention changes the exponent in the scaling laws for knowledge
and reasoning tasks compared to dot product attention.","['Aurko Roy', 'Timothy Chou', 'Sai Surya Duvvuri', 'Sijia Chen', 'Jiecao Yu', 'Xiaodong Wang', 'Manzil Zaheer', 'Rohan Anil']",2025-07-03 16:16:34+00:00,2025-07-03 16:16:34+00:00,http://arxiv.org/pdf/2507.02754v1,cs.LG,"['cs.LG', 'cs.AI']"
Synthesizable by Design: A Retrosynthesis-Guided Framework for Molecular Analog Generation,"The disconnect between AI-generated molecules with desirable properties and
their synthetic feasibility remains a critical bottleneck in computational drug
and material discovery. While generative AI has accelerated the proposal of
candidate molecules, many of these structures prove challenging or impossible
to synthesize using established chemical reactions. Here, we introduce
SynTwins, a novel retrosynthesis-guided molecular analog design framework that
designs synthetically accessible molecular analogs by emulating expert chemist
strategies through a three-step process: retrosynthesis, similar building block
searching, and virtual synthesis. In comparative evaluations, SynTwins
demonstrates superior performance in generating synthetically accessible
analogs compared to state-of-the-art machine learning models while maintaining
high structural similarity to original target molecules. Furthermore, when
integrated with existing molecule optimization frameworks, our hybrid approach
produces synthetically feasible molecules with property profiles comparable to
unconstrained molecule generators, yet its synthesizability ensured. Our
comprehensive benchmarking across diverse molecular datasets demonstrates that
SynTwins effectively bridges the gap between computational design and
experimental synthesis, providing a practical solution for accelerating the
discovery of synthesizable molecules with desired properties for a wide range
of applications.","['Shuan Chen', 'Gunwook Nam', 'Yousung Jung']",2025-07-03 16:14:57+00:00,2025-07-03 16:14:57+00:00,http://arxiv.org/pdf/2507.02752v1,physics.chem-ph,"['physics.chem-ph', 'cs.AI']"
Linear Attention with Global Context: A Multipole Attention Mechanism for Vision and Physics,"Transformers have become the de facto standard for a wide range of tasks,
from image classification to physics simulations. Despite their impressive
performance, the quadratic complexity of standard Transformers in both memory
and time with respect to the input length makes them impractical for processing
high-resolution inputs. Therefore, several variants have been proposed, the
most successful relying on patchification, downsampling, or coarsening
techniques, often at the cost of losing the finest-scale details. In this work,
we take a different approach. Inspired by state-of-the-art techniques in
$n$-body numerical simulations, we cast attention as an interaction problem
between grid points. We introduce the Multipole Attention Neural Operator
(MANO), which computes attention in a distance-based multiscale fashion. MANO
maintains, in each attention head, a global receptive field and achieves linear
time and memory complexity with respect to the number of grid points. Empirical
results on image classification and Darcy flows demonstrate that MANO rivals
state-of-the-art models such as ViT and Swin Transformer, while reducing
runtime and peak memory usage by orders of magnitude. We open source our code
for reproducibility at https://github.com/AlexColagrande/MANO.","['Alex Colagrande', 'Paul Caillon', 'Eva Feillet', 'Alexandre Allauzen']",2025-07-03 16:05:26+00:00,2025-07-03 16:05:26+00:00,http://arxiv.org/pdf/2507.02748v1,cs.CV,"['cs.CV', 'cs.AI', 'cs.LG']"
"Who's Sorry Now: User Preferences Among Rote, Empathic, and Explanatory Apologies from LLM Chatbots","As chatbots driven by large language models (LLMs) are increasingly deployed
in everyday contexts, their ability to recover from errors through effective
apologies is critical to maintaining user trust and satisfaction. In a
preregistered study with Prolific workers (N=162), we examine user preferences
for three types of apologies (rote, explanatory, and empathic) issued in
response to three categories of common LLM mistakes (bias, unfounded
fabrication, and factual errors). We designed a pairwise experiment in which
participants evaluated chatbot responses consisting of an initial error, a
subsequent apology, and a resolution. Explanatory apologies were generally
preferred, but this varied by context and user. In the bias scenario, empathic
apologies were favored for acknowledging emotional impact, while
hallucinations, though seen as serious, elicited no clear preference,
reflecting user uncertainty. Our findings show the complexity of effective
apology in AI systems. We discuss key insights such as personalization and
calibration that future systems must navigate to meaningfully repair trust.","['Zahra Ashktorab', 'Alessandra Buccella', ""Jason D'Cruz"", 'Zoe Fowler', 'Andrew Gill', 'Kei Yan Leung', 'P. D. Magnus', 'John Richards', 'Kush R. Varshney']",2025-07-03 16:05:18+00:00,2025-07-03 16:05:18+00:00,http://arxiv.org/pdf/2507.02745v1,cs.HC,['cs.HC']
Early Signs of Steganographic Capabilities in Frontier LLMs,"Monitoring Large Language Model (LLM) outputs is crucial for mitigating risks
from misuse and misalignment. However, LLMs could evade monitoring through
steganography: Encoding hidden information within seemingly benign generations.
In this paper, we evaluate the steganography capabilities in frontier LLMs to
better understand the risk they pose. We focus on two types of steganography:
passing encoded messages and performing encoded reasoning. We find that current
models are unable to encode short messages in their outputs without a monitor
noticing under standard affordances. They can succeed, however, if given
additional affordances such as using an unmonitored scratchpad and coordinating
on what encoding scheme to use. We additionally find early signs that models
can perform basic encoded reasoning in a simple state-tracking problem. This
includes some ability to reason with their own and pre-defined schemes,
including encoding schemes such as Hexadecimal. Despite this, they can rarely
hide reasoning subtly within a cover task to fool a monitor. Overall, our
results indicate that current LLMs exhibit nascent steganographic capabilities.
While these capabilities are likely insufficient to bypass well-designed
monitors at present, this could change in the future.","['Artur Zolkowski', 'Kei Nishimura-Gasparian', 'Robert McCarthy', 'Roland S. Zimmermann', 'David Lindner']",2025-07-03 15:54:55+00:00,2025-07-03 15:54:55+00:00,http://arxiv.org/pdf/2507.02737v1,cs.CR,"['cs.CR', 'cs.AI', 'cs.CL', 'cs.LG']"
Meta SecAlign: A Secure Foundation LLM Against Prompt Injection Attacks,"Prompt injection attacks pose a significant security threat to LLM-integrated
applications. Model-level defenses have shown strong effectiveness, but are
currently deployed into commercial-grade models in a closed-source manner. We
believe open-source models are needed by the AI security community, where
co-development of attacks and defenses through open research drives scientific
progress in mitigation against prompt injection attacks. To this end, we
develop Meta SecAlign, the first open-source and open-weight LLM with built-in
model-level defense that achieves commercial-grade model performance. We
provide complete details of our training recipe, which utilizes an improved
version of the SOTA SecAlign defense. Evaluations on 9 utility benchmarks and 7
security benchmarks show that Meta SecAlign, despite being trained on a generic
instruction-tuning dataset, confers security in unseen downstream tasks,
including tool-calling and agentic web navigation, in addition general
instruction-following. Our best model -- Meta-SecAlign-70B -- achieves
state-of-the-art robustness against prompt injection attacks and comparable
utility to closed-source commercial LLM with model-level defense.","['Sizhe Chen', 'Arman Zharmagambetov', 'David Wagner', 'Chuan Guo']",2025-07-03 15:47:13+00:00,2025-07-03 15:47:13+00:00,http://arxiv.org/pdf/2507.02735v1,cs.CR,"['cs.CR', 'cs.AI']"
Classification by Separating Hypersurfaces: An Entropic Approach,"We consider the following classification problem: Given a population of
individuals characterized by a set of attributes represented as a vector in
${\mathbb R}^N$, the goal is to find a hyperplane in ${\mathbb R}^N$ that
separates two sets of points corresponding to two distinct classes. This
problem, with a history dating back to the perceptron model, remains central to
machine learning. In this paper we propose a novel approach by searching for a
vector of parameters in a bounded $N$-dimensional hypercube centered at the
origin and a positive vector in ${\mathbb R}^M$, obtained through the
minimization of an entropy-based function defined over the space of unknown
variables. The method extends to polynomial surfaces, allowing the separation
of data points by more complex decision boundaries. This provides a robust
alternative to traditional linear or quadratic optimization techniques, such as
support vector machines and gradient descent. Numerical experiments demonstrate
the efficiency and versatility of the method in handling diverse classification
tasks, including linear and non-linear separability.","['Argimiro Arratia', 'Mahmoud El Daou', 'Henryk Gzyl']",2025-07-03 15:43:54+00:00,2025-07-03 15:43:54+00:00,http://arxiv.org/pdf/2507.02732v1,cs.LG,"['cs.LG', 'cs.IT', 'math.IT', 'physics.data-an', 'stat.ML', '90C05, 90C25, 90C47, 90C52, 68T01, 68T05, 68T07, 68T20, 68W01']"
Bourbaki: Self-Generated and Goal-Conditioned MDPs for Theorem Proving,"Reasoning remains a challenging task for large language models (LLMs),
especially within the logically constrained environment of automated theorem
proving (ATP), due to sparse rewards and the vast scale of proofs. These
challenges are amplified in benchmarks like PutnamBench, which contains
university-level problems requiring complex, multi-step reasoning. To address
this, we introduce self-generated goal-conditioned MDPs (sG-MDPs), a new
framework in which agents generate and pursue their subgoals based on the
evolving proof state. Given this more structured generation of goals, the
resulting problem becomes more amenable to search. We then apply Monte Carlo
Tree Search (MCTS)-like algorithms to solve the sG-MDP, instantiating our
approach in Bourbaki (7B), a modular system that can ensemble multiple 7B LLMs
for subgoal generation and tactic synthesis. On PutnamBench, Bourbaki (7B)
solves 26 problems, achieving new state-of-the-art results with models at this
scale.","['Matthieu Zimmer', 'Xiaotong Ji', 'Rasul Tutunov', 'Anthony Bordg', 'Jun Wang', 'Haitham Bou Ammar']",2025-07-03 15:41:38+00:00,2025-07-03 15:41:38+00:00,http://arxiv.org/pdf/2507.02726v1,cs.AI,"['cs.AI', 'cs.LG']"
Hierarchical Multi-Label Contrastive Learning for Protein-Protein Interaction Prediction Across Organisms,"Recent advances in AI for science have highlighted the power of contrastive
learning in bridging heterogeneous biological data modalities. Building on this
paradigm, we propose HIPPO (HIerarchical Protein-Protein interaction prediction
across Organisms), a hierarchical contrastive framework for protein-protein
interaction(PPI) prediction, where protein sequences and their hierarchical
attributes are aligned through multi-tiered biological representation matching.
The proposed approach incorporates hierarchical contrastive loss functions that
emulate the structured relationship among functional classes of proteins. The
framework adaptively incorporates domain and family knowledge through a
data-driven penalty mechanism, enforcing consistency between the learned
embedding space and the intrinsic hierarchy of protein functions. Experiments
on benchmark datasets demonstrate that HIPPO achieves state-of-the-art
performance, outperforming existing methods and showing robustness in low-data
regimes. Notably, the model demonstrates strong zero-shot transferability to
other species without retraining, enabling reliable PPI prediction and
functional inference even in less characterized or rare organisms where
experimental data are limited. Further analysis reveals that hierarchical
feature fusion is critical for capturing conserved interaction determinants,
such as binding motifs and functional annotations. This work advances
cross-species PPI prediction and provides a unified framework for interaction
prediction in scenarios with sparse or imbalanced multi-species data.","['Shiyi Liu', 'Buwen Liang', 'Yuetong Fang', 'Zixuan Jiang', 'Renjing Xu']",2025-07-03 15:41:04+00:00,2025-07-03 15:41:04+00:00,http://arxiv.org/pdf/2507.02724v1,cs.LG,"['cs.LG', 'q-bio.BM']"
A Comprehensive Machine Learning Framework for Micromobility Demand Prediction,"Dockless e-scooters, a key micromobility service, have emerged as
eco-friendly and flexible urban transport alternatives. These services improve
first and last-mile connectivity, reduce congestion and emissions, and
complement public transport for short-distance travel. However, effective
management of these services depends on accurate demand prediction, which is
crucial for optimal fleet distribution and infrastructure planning. While
previous studies have focused on analyzing spatial or temporal factors in
isolation, this study introduces a framework that integrates spatial, temporal,
and network dependencies for improved micromobility demand forecasting. This
integration enhances accuracy while providing deeper insights into urban
micromobility usage patterns. Our framework improves demand prediction accuracy
by 27 to 49% over baseline models, demonstrating its effectiveness in capturing
micromobility demand patterns. These findings support data-driven micromobility
management, enabling optimized fleet distribution, cost reduction, and
sustainable urban planning.","['Omri Porat', 'Michael Fire', 'Eran Ben-Elia']",2025-07-03 15:31:10+00:00,2025-07-03 15:31:10+00:00,http://arxiv.org/pdf/2507.02715v1,cs.LG,['cs.LG']
A Forget-and-Grow Strategy for Deep Reinforcement Learning Scaling in Continuous Control,"Deep reinforcement learning for continuous control has recently achieved
impressive progress. However, existing methods often suffer from primacy bias,
a tendency to overfit early experiences stored in the replay buffer, which
limits an RL agent's sample efficiency and generalizability. In contrast,
humans are less susceptible to such bias, partly due to infantile amnesia,
where the formation of new neurons disrupts early memory traces, leading to the
forgetting of initial experiences. Inspired by this dual processes of
forgetting and growing in neuroscience, in this paper, we propose Forget and
Grow (FoG), a new deep RL algorithm with two mechanisms introduced. First,
Experience Replay Decay (ER Decay) ""forgetting early experience"", which
balances memory by gradually reducing the influence of early experiences.
Second, Network Expansion, ""growing neural capacity"", which enhances agents'
capability to exploit the patterns of existing data by dynamically adding new
parameters during training. Empirical results on four major continuous control
benchmarks with more than 40 tasks demonstrate the superior performance of FoG
against SoTA existing deep RL algorithms, including BRO, SimBa, and TD-MPC2.","['Zilin Kang', 'Chenyuan Hu', 'Yu Luo', 'Zhecheng Yuan', 'Ruijie Zheng', 'Huazhe Xu']",2025-07-03 15:26:48+00:00,2025-07-03 15:26:48+00:00,http://arxiv.org/pdf/2507.02712v1,cs.LG,['cs.LG']
Fluid Democracy in Federated Data Aggregation,"Federated learning (FL) mechanisms typically require each client to transfer
their weights to a central server, irrespective of how useful they are. In
order to avoid wasteful data transfer costs from clients to the central server,
we propose the use of consensus based protocols to identify a subset of clients
with most useful model weights at each data transfer step. First, we explore
the application of existing fluid democracy protocols to FL from a performance
standpoint, comparing them with traditional one-person-one-vote (also known as
1p1v or FedAvg). We propose a new fluid democracy protocol named
viscous-retained democracy that always does better than 1p1v under the same
assumptions as existing fluid democracy protocols while also not allowing for
influence accumulation. Secondly, we identify weaknesses of fluid democracy
protocols from an adversarial lens in terms of their dependence on topology
and/ or number of adversaries required to negatively impact the global model
weights. To this effect, we propose an algorithm (FedVRD) that dynamically
limits the effect of adversaries while minimizing cost by leveraging the
delegation topology.","['Aditya Vema Reddy Kesari', 'Krishna Reddy Kesari']",2025-07-03 15:26:24+00:00,2025-07-03 15:26:24+00:00,http://arxiv.org/pdf/2507.02710v1,cs.LG,['cs.LG']
Multi-Agent Reinforcement Learning for Dynamic Pricing in Supply Chains: Benchmarking Strategic Agent Behaviours under Realistically Simulated Market Conditions,"This study investigates how Multi-Agent Reinforcement Learning (MARL) can
improve dynamic pricing strategies in supply chains, particularly in contexts
where traditional ERP systems rely on static, rule-based approaches that
overlook strategic interactions among market actors. While recent research has
applied reinforcement learning to pricing, most implementations remain
single-agent and fail to model the interdependent nature of real-world supply
chains. This study addresses that gap by evaluating the performance of three
MARL algorithms: MADDPG, MADQN, and QMIX against static rule-based baselines,
within a simulated environment informed by real e-commerce transaction data and
a LightGBM demand prediction model. Results show that rule-based agents achieve
near-perfect fairness (Jain's Index: 0.9896) and the highest price stability
(volatility: 0.024), but they fully lack competitive dynamics. Among MARL
agents, MADQN exhibits the most aggressive pricing behaviour, with the highest
volatility and the lowest fairness (0.5844). MADDPG provides a more balanced
approach, supporting market competition (share volatility: 9.5 pp) while
maintaining relatively high fairness (0.8819) and stable pricing. These
findings suggest that MARL introduces emergent strategic behaviour not captured
by static pricing rules and may inform future developments in dynamic pricing.","['Thomas Hazenberg', 'Yao Ma', 'Seyed Sahand Mohammadi Ziabari', 'Marijn van Rijswijk']",2025-07-03 15:07:37+00:00,2025-07-03 15:07:37+00:00,http://arxiv.org/pdf/2507.02698v1,cs.LG,"['cs.LG', 'econ.EM']"
Can LLMs Identify Critical Limitations within Scientific Research? A Systematic Evaluation on AI Research Papers,"Peer review is fundamental to scientific research, but the growing volume of
publications has intensified the challenges of this expertise-intensive
process. While LLMs show promise in various scientific tasks, their potential
to assist with peer review, particularly in identifying paper limitations,
remains understudied. We first present a comprehensive taxonomy of limitation
types in scientific research, with a focus on AI. Guided by this taxonomy, for
studying limitations, we present LimitGen, the first comprehensive benchmark
for evaluating LLMs' capability to support early-stage feedback and complement
human peer review. Our benchmark consists of two subsets: LimitGen-Syn, a
synthetic dataset carefully created through controlled perturbations of
high-quality papers, and LimitGen-Human, a collection of real human-written
limitations. To improve the ability of LLM systems to identify limitations, we
augment them with literature retrieval, which is essential for grounding
identifying limitations in prior scientific findings. Our approach enhances the
capabilities of LLM systems to generate limitations in research papers,
enabling them to provide more concrete and constructive feedback.","['Zhijian Xu', 'Yilun Zhao', 'Manasi Patwardhan', 'Lovekesh Vig', 'Arman Cohan']",2025-07-03 15:04:38+00:00,2025-07-03 15:04:38+00:00,http://arxiv.org/pdf/2507.02694v1,cs.CL,['cs.CL']
